SN,ContractNo,Symbol,Buyer,Seller,Quantity,Rate,Amount
16852,2025050503006243,CFCL,56,50,60,552.6,"33,156"
16853,2025050503006242,CFCL,56,4,480,552.1,"265,008"
16854,2025050503006241,CFCL,38,4,100,552.3,"55,230"
16855,2025050503006240,CFCL,62,4,10,552.5,"5,525"
16856,2025050505009009,NRN,77,47,53,"2,116","112,148"
16857,2025050503006239,CFCL,62,50,10,552.6,"5,526"
16858,2025050505009008,NIBSF2,29,41,100,8.38,838
16859,2025050501011298,KBL,49,21,525,196,"102,900"
16860,2025050505009007,MBJC,38,39,80,318,"25,440"
16861,2025050504022483,LEC,28,34,461,217,"100,037"
16862,2025050501011297,CZBIL,59,45,43,199.9,"8,595.70"
16863,2025050504022482,BARUN,58,42,"1,000",556.2,"556,200"
16864,2025050503006238,GLBSL,43,70,10,"2,910.20","29,102"
16865,2025050505009006,MBJC,38,34,10,318,"3,180"
16866,2025050501011296,NMIC,53,38,10,"1,678.70","16,787"
16867,2025050504022481,GHL,34,57,300,259,"77,700"
16868,2025050505009005,HIDCL,32,56,500,306,"153,000"
16869,2025050504022480,RADHI,48,44,60,699.9,"41,994"
16870,2025050503006237,SINDU,87,72,100,960,"96,000"
16871,2025050504022479,BPCL,45,38,50,460,"23,000"
16872,2025050501011295,NMB,14,14,212,233.5,"49,502"
16873,2025050501011294,NMB,14,17,500,233.5,"116,750"
16874,2025050501011293,NMB,14,41,20,233.5,"4,670"
16875,2025050501011292,NMB,14,42,97,233.5,"22,649.50"
16876,2025050504022478,RADHI,58,44,452,699.9,"316,354.80"
16877,2025050504022477,RADHI,58,69,48,699.9,"33,595.20"
16878,2025050503006236,MFIL,58,42,100,580.2,"58,020"
16879,2025050504022476,UPCL,80,39,229,376,"86,104"
16880,2025050505009004,SAHAS,40,49,240,505.5,"121,320"
16881,2025050505009003,SAHAS,40,50,100,505.4,"50,540"
16882,2025050503006235,WNLB,34,64,10,"2,565","25,650"
16883,2025050503006234,CFCL,62,50,20,552.7,"11,054"
16884,2025050504022475,SHPC,56,83,"1,000",581.1,"581,100"
16885,2025050505009002,NRN,95,58,240,"2,118","508,320"
16886,2025050505009001,NRN,42,58,40,"2,119","84,760"
16887,2025050501011291,KBL,49,28,194,196,"38,024"
16888,2025050504022474,SALICO,46,21,13,682.3,"8,869.90"
16889,2025050504022473,NGPL,16,49,"1,000",369.6,"369,600"
16890,2025050501011290,NESDO,55,77,10,"1,694","16,940"
16891,2025050504022472,AHPC,82,35,10,290,"2,900"
16892,2025050504022471,AHPC,82,77,490,290,"142,100"
16893,2025050504022470,AKJCL,34,51,210,208,"43,680"
16894,2025050504022469,AKJCL,25,51,150,208,"31,200"
16895,2025050504022468,AKJCL,14,51,"1,000",208,"208,000"
16896,2025050504022467,AKJCL,41,51,40,208.1,"8,324"
16897,2025050504022466,RHPL,68,58,10,390,"3,900"
16898,2025050504022465,API,57,48,300,300,"90,000"
16899,2025050504022464,API,54,48,200,300,"60,000"
16900,2025050504022463,API,34,48,850,300,"255,000"
16901,2025050504022462,API,57,48,20,300,"6,000"
16902,2025050504022461,API,14,48,100,300,"30,000"
16903,2025050504022460,API,58,48,"5,000",300,"1,500,000"
16904,2025050504022459,API,34,48,"1,633",300,"489,900"
16905,2025050504022458,API,58,48,15,300.1,"4,501.50"
16906,2025050504022457,API,55,48,15,300.5,"4,507.50"
16907,2025050504022456,API,97,48,310,300.5,"93,155"
16908,2025050505009000,NRN,58,58,200,"2,121","424,200"
16909,2025050504022455,BARUN,42,58,800,556.3,"445,040"
16910,2025050504022454,RADHI,18,69,50,699.9,"34,995"
16911,2025050504022453,MEN,42,59,119,565.5,"67,294.50"
16912,2025050504022452,UMHL,28,17,49,501.5,"24,573.50"
16913,2025050504022451,NGPL,7,49,500,369.6,"184,800"
16914,2025050504022450,NGPL,92,49,"2,000",369.6,"739,200"
16915,2025050504022449,NGPL,26,49,200,369.7,"73,940"
16916,2025050505008999,HDL,53,21,16,"1,178","18,848"
16917,2025050505008998,HDL,25,21,20,"1,178.10","23,562"
16918,2025050505008997,HDL,58,21,10,"1,178.10","11,781"
16919,2025050505008996,HDL,22,21,42,"1,178.50","49,497"
16920,2025050505008995,HDL,34,21,12,"1,179","14,148"
16921,2025050505008994,HDL,32,21,150,"1,179","176,850"
16922,2025050505008993,HDL,58,21,10,"1,179","11,790"
16923,2025050504022448,UMRH,32,38,29,570,"16,530"
16924,2025050505008992,HRL,49,56,111,977,"108,447"
16925,2025050505008991,HRL,49,56,53,977.1,"51,786.30"
16926,2025050505008990,HRL,56,56,77,977.2,"75,244.40"
16927,2025050505008989,HRL,56,56,59,978,"57,702"
16928,2025050503006233,MLBL,54,34,200,368.7,"73,740"
16929,2025050503006232,WNLB,49,64,10,"2,570","25,700"
16930,2025050501011289,IHL,53,34,10,614.2,"6,142"
16931,2025050501011288,GBIME,17,55,"1,178",216.8,"255,390.40"
16932,2025050504022447,SHPC,56,75,600,581.1,"348,660"
16933,2025050504022446,SHPC,14,75,400,581.2,"232,480"
16934,2025050504022445,BARUN,1,51,310,556.4,"172,484"
16935,2025050501011287,HHL,29,46,70,404,"28,280"
16936,2025050501011286,HHL,38,46,20,404,"8,080"
16937,2025050504022444,GHL,34,90,200,259,"51,800"
16938,2025050503006231,GLBSL,28,68,21,"2,939.90","61,737.90"
16939,2025050501011285,SGHC,45,58,10,454,"4,540"
16940,2025050504022443,RADHI,39,16,250,700,"175,000"
16941,2025050504022442,NGPL,5,66,500,370,"185,000"
16942,2025050501011284,EBL,56,33,12,615,"7,380"
16943,2025050501011283,EBL,56,50,14,615,"8,610"
16944,2025050501011282,EBL,56,34,35,614.5,"21,507.50"
16945,2025050501011281,EBL,56,33,10,614,"6,140"
16946,2025050504022441,SHEL,14,90,50,266.3,"13,315"
16947,2025050504022440,BARUN,42,39,200,556.3,"111,260"
16948,2025050503006230,BFC,88,14,10,476,"4,760"
16949,2025050504022439,NHPC,52,38,19,225,"4,275"
16950,2025050504022438,UPCL,80,95,100,376,"37,600"
16951,2025050504022437,SHPC,14,41,100,581.2,"58,120"
16952,2025050504022436,NGPL,26,91,500,369.7,"184,850"
16953,2025050504022435,SHPC,56,56,95,581.1,"55,204.50"
16954,2025050504022434,SHPC,94,56,300,581.1,"174,330"
16955,2025050503006229,CFCL,14,50,300,552.7,"165,810"
16956,2025050504022433,NHPC,52,56,200,225,"45,000"
16957,2025050501011280,SIKLES,6,8,10,"1,000","10,000"
16958,2025050505008988,SAHAS,40,50,900,505.4,"454,860"
16959,2025050505008987,SAHAS,40,11,100,505,"50,500"
16960,2025050505008986,SAHAS,40,52,100,505,"50,500"
16961,2025050505008985,SAHAS,40,38,70,505,"35,350"
16962,2025050505008984,SAHAS,40,58,22,505,"11,110"
16963,2025050505008983,ILI,1,25,10,452,"4,520"
16964,2025050503006228,PFL,59,4,17,394.1,"6,699.70"
16965,2025050504022432,AKJCL,41,51,330,208.1,"68,673"
16966,2025050504022431,AKJCL,25,51,70,208.2,"14,574"
16967,2025050501011279,NMB,4,45,300,233,"69,900"
16968,2025050504022430,NGPL,26,58,100,369.7,"36,970"
16969,2025050503006227,SAPDBL,49,49,50,909.9,"45,495"
16970,2025050501011278,NYADI,58,36,80,521.1,"41,688"
16971,2025050504022429,SHPC,94,25,200,581.1,"116,220"
16972,2025050504022428,SHPC,14,25,300,581.1,"174,330"
16973,2025050504022427,AHPC,57,11,1,285,285
16974,2025050503006226,SAPDBL,8,49,40,905.2,"36,208"
16975,2025050503006225,SAPDBL,59,49,20,905.2,"18,104"
16976,2025050504022426,GHL,34,90,160,258,"41,280"
16977,2025050504022425,GHL,89,90,40,258,"10,320"
16978,2025050505008982,NRN,95,16,205,"2,118","434,190"
16979,2025050505008981,NRN,58,16,100,"2,118","211,800"
16980,2025050505008980,HRL,56,34,31,978,"30,318"
16981,2025050505008979,HRL,56,4,10,978,"9,780"
16982,2025050504022424,RADHI,3,16,65,700,"45,500"
16983,2025050504022423,RADHI,3,53,60,700,"42,000"
16984,2025050504022422,RADHI,3,6,375,700,"262,500"
16985,2025050501011277,JBBD87,100,46,2,"1,092.10","2,184.20"
16986,2025050505008978,CIT,65,25,49,"1,930","94,570"
16987,2025050505008977,CIT,65,34,17,"1,930","32,810"
16988,2025050505008976,CIT,65,55,84,"1,929","162,036"
16989,2025050501011276,SNLI,14,58,62,481,"29,822"
16990,2025050501011275,MMKJL,25,62,10,600,"6,000"
16991,2025050504022421,API,97,39,50,300.5,"15,025"
16992,2025050504022420,API,17,39,650,300.6,"195,390"
16993,2025050503006224,GLBSL,28,28,10,"2,911","29,110"
16994,2025050504022419,API,35,83,50,301,"15,050"
16995,2025050501011274,SNLI,91,58,18,481,"8,658"
16996,2025050504022418,API,17,45,350,300.6,"105,210"
16997,2025050504022417,API,45,45,150,300.6,"45,090"
16998,2025050504022416,SHPC,57,56,20,581.2,"11,624"
16999,2025050504022415,SHPC,63,56,585,581.2,"340,002"
17000,2025050503006223,GMFIL,42,58,50,469.9,"23,495"
17001,2025050503006222,NLICL,28,77,10,610,"6,100"
17002,2025050503006221,NLICL,4,77,647,610,"394,670"
17003,2025050503006220,NLICL,56,77,100,610.1,"61,010"
17004,2025050503006219,GLBSL,28,68,19,"2,939.90","55,858.10"
17005,2025050503006218,GLBSL,28,68,150,"2,939.90","440,985"
17006,2025050504022414,NGPL,58,58,"1,000",370,"370,000"
17007,2025050504022413,SHPC,63,47,65,581.2,"37,778"
17008,2025050505008975,NRN,25,44,69,"2,122","146,418"
17009,2025050505008974,NRN,25,51,31,"2,122","65,782"
17010,2025050504022412,RADHI,38,6,625,700,"437,500"
17011,2025050504022411,RADHI,38,40,100,700,"70,000"
17012,2025050504022410,RADHI,38,32,20,700,"14,000"
17013,2025050504022409,RADHI,38,64,46,700,"32,200"
17014,2025050504022408,RADHI,38,28,97,700,"67,900"
17015,2025050504022407,RADHI,38,39,100,699.3,"69,930"
17016,2025050504022406,UPCL,80,48,200,376,"75,200"
17017,2025050504022405,UPCL,21,48,150,376,"56,400"
17018,2025050503006217,PMLI,34,38,1,540,540
17019,2025050503006216,WNLB,45,64,20,"2,570","51,400"
17020,2025050501011273,NABIL,48,45,200,477.5,"95,500"
17021,2025050505008973,HIDCL,60,67,"29,160",303.5,"8,850,060"
17022,2025050505008972,HIDCL,58,67,300,303.9,"91,170"
17023,2025050505008971,HIDCL,52,67,10,303.9,"3,039"
17024,2025050505008970,HIDCL,57,67,20,304,"6,080"
17025,2025050505008969,HIDCL,1,67,"1,000",304,"304,000"
17026,2025050505008968,HIDCL,56,67,100,304,"30,400"
17027,2025050505008967,HIDCL,42,67,10,304,"3,040"
17028,2025050505008966,HIDCL,44,67,900,304,"273,600"
17029,2025050504022404,UPCL,58,6,482,377,"181,714"
17030,2025050503006215,PROFL,41,36,65,481,"31,265"
17031,2025050503006214,LBBL,16,59,13,385,"5,005"
17032,2025050503006213,LBBL,54,59,97,385,"37,345"
17033,2025050504022403,RADHI,75,28,603,700,"422,100"
17034,2025050504022402,RADHI,75,97,10,700,"7,000"
17035,2025050504022401,RADHI,75,50,220,700,"154,000"
17036,2025050504022400,RADHI,75,60,200,700,"140,000"
17037,2025050504022399,RADHI,75,13,30,700,"21,000"
17038,2025050504022398,RADHI,75,38,12,700,"8,400"
17039,2025050504022397,RADHI,75,36,10,700,"7,000"
17040,2025050504022396,RADHI,75,81,14,700,"9,800"
17041,2025050504022395,RADHI,75,58,10,700,"7,000"
17042,2025050504022394,RADHI,75,42,14,700,"9,800"
17043,2025050504022393,RADHI,75,42,200,700,"140,000"
17044,2025050504022392,RADHI,75,22,100,700,"70,000"
17045,2025050504022391,RADHI,75,21,27,700,"18,900"
17046,2025050504022390,RADHI,21,21,123,700,"86,100"
17047,2025050504022389,RADHI,21,81,750,700,"525,000"
17048,2025050504022388,RADHI,21,29,100,700,"70,000"
17049,2025050504022387,RADHI,21,58,136,700,"95,200"
17050,2025050504022386,RADHI,21,57,200,700,"140,000"
17051,2025050504022385,RADHI,21,42,40,700,"28,000"
17052,2025050504022384,RADHI,21,32,300,700,"210,000"
17053,2025050504022383,RADHI,21,18,100,700,"70,000"
17054,2025050504022382,RADHI,21,42,37,700,"25,900"
17055,2025050504022381,RADHI,21,67,160,700,"112,000"
17056,2025050504022380,RADHI,21,58,54,699.7,"37,783.80"
17057,2025050504022379,UPCL,58,17,78,377,"29,406"
17058,2025050505008965,NIFRA,58,45,406,290,"117,740"
17059,2025050504022378,NHPC,52,32,50,225.2,"11,260"
17060,2025050504022377,UPCL,58,56,972,377,"366,444"
17061,2025050504022376,UPCL,39,56,"1,000",377,"377,000"
17062,2025050504022375,UPCL,63,56,978,377,"368,706"
17063,2025050504022374,UPCL,42,56,50,377.8,"18,890"
17064,2025050505008964,NRN,25,6,50,"2,122","106,100"
17065,2025050505008963,HDL,1,57,50,"1,180","59,000"
17066,2025050501011272,USHEC,42,33,10,536,"5,360"
17067,2025050501011271,KBL,58,21,100,196.1,"19,610"
17068,2025050501011270,KBL,38,21,375,196.1,"73,537.50"
17069,2025050504022373,NGPL,95,58,200,370,"74,000"
17070,2025050504022372,NGPL,57,58,40,370,"14,800"
17071,2025050504022371,NGPL,58,58,332,370,"122,840"
17072,2025050504022370,NGPL,1,58,46,370,"17,020"
17073,2025050504022369,NGPL,22,58,500,370,"185,000"
17074,2025050504022368,NGPL,58,58,50,370,"18,500"
17075,2025050504022367,NGPL,59,58,"1,000",370,"370,000"
17076,2025050504022366,NGPL,1,58,200,370,"74,000"
17077,2025050504022365,NGPL,92,58,"1,000",370,"370,000"
17078,2025050504022364,NGPL,42,58,524,370,"193,880"
17079,2025050504022363,NGPL,58,58,100,370.8,"37,080"
17080,2025050505008962,HIDCL,57,58,5,304,"1,520"
17081,2025050505008961,NRN,25,40,250,"2,121.20","530,300"
17082,2025050505008960,NRN,25,1,50,"2,120","106,000"
17083,2025050504022362,NGPL,45,48,500,371,"185,500"
17084,2025050504022361,BARUN,48,51,90,556.4,"50,076"
17085,2025050504022360,PRIN,47,38,200,860,"172,000"
17086,2025050505008959,NRN,63,1,60,"2,120","127,200"
17087,2025050505008958,NRN,14,1,20,"2,120.50","42,410"
17088,2025050505008957,NRN,14,1,20,"2,121","42,420"
17089,2025050505008956,NRN,19,1,50,"2,121.10","106,055"
17090,2025050505008955,RNLI,19,66,11,505,"5,555"
17091,2025050503006212,MPFL,34,42,195,575,"112,125"
17092,2025050503006211,MPFL,34,65,305,575,"175,375"
17093,2025050504022359,SPDL,80,57,422,387,"163,314"
17094,2025050504022358,SPDL,57,57,100,387,"38,700"
17095,2025050504022357,SPDL,4,57,200,387,"77,400"
17096,2025050504022356,SPDL,11,57,15,387,"5,805"
17097,2025050504022355,SPDL,33,57,50,388,"19,400"
17098,2025050504022354,NGPL,52,48,15,371,"5,565"
17099,2025050504022353,NGPL,58,48,10,371,"3,710"
17100,2025050504022352,NGPL,18,48,269,371,"99,799"
17101,2025050504022351,NGPL,40,48,22,371.1,"8,164.20"
17102,2025050504022350,SHPC,48,85,31,582,"18,042"
17103,2025050504022349,UPCL,63,49,22,377,"8,294"
17104,2025050504022348,UPCL,62,49,917,377.1,"345,800.70"
17105,2025050504022347,UPCL,91,49,150,377.2,"56,580"
17106,2025050504022346,UPCL,91,49,720,377.5,"271,800"
17107,2025050504022345,UPCL,17,49,60,377.6,"22,656"
17108,2025050504022344,UPCL,1,49,331,377.6,"124,985.60"
17109,2025050504022343,PMHPL,57,21,200,309,"61,800"
17110,2025050504022342,NGPL,14,22,100,371.4,"37,140"
17111,2025050504022341,NGPL,45,22,150,371.4,"55,710"
17112,2025050504022340,SHEL,1,58,475,266.3,"126,492.50"
17113,2025050504022339,SICL,54,58,100,781,"78,100"
17114,2025050504022338,SICL,52,58,50,781,"39,050"
17115,2025050504022337,AKPL,16,22,150,245,"36,750"
17116,2025050504022336,AKPL,38,22,350,245,"85,750"
17117,2025050504022335,AKPL,55,22,500,245.3,"122,650"
17118,2025050504022334,SPDL,11,14,54,387,"20,898"
17119,2025050505008954,NIFRA,29,6,40,290.7,"11,628"
17120,2025050504022333,API,5,83,200,301,"60,200"
17121,2025050504022332,API,56,83,52,301,"15,652"
17122,2025050504022331,PRIN,49,49,1,845,845
17123,2025050505008953,CIT,4,58,10,"1,928","19,280"
17124,2025050505008952,HIDCL,55,97,600,305,"183,000"
17125,2025050501011269,HIDCLP,50,49,285,214,"60,990"
17126,2025050501011268,HIDCLP,7,49,"1,000",214,"214,000"
17127,2025050501011267,HIDCLP,57,49,50,214,"10,700"
17128,2025050501011266,HIDCLP,88,49,50,214,"10,700"
17129,2025050501011265,HIDCLP,50,49,500,214,"107,000"
17130,2025050501011264,HIDCLP,55,49,30,214,"6,420"
17131,2025050501011263,HIDCLP,81,49,85,214.1,"18,198.50"
17132,2025050504022330,AHPC,19,77,300,290,"87,000"
17133,2025050504022329,RADHI,85,67,472,700,"330,400"
17134,2025050504022328,RADHI,85,54,20,700,"14,000"
17135,2025050504022327,RADHI,85,46,"1,163",700,"814,100"
17136,2025050504022326,RADHI,85,53,53,700,"37,100"
17137,2025050504022325,RADHI,85,32,50,700,"35,000"
17138,2025050504022324,RADHI,85,39,20,700,"14,000"
17139,2025050504022323,RADHI,85,58,500,700,"350,000"
17140,2025050504022322,RADHI,85,29,105,700,"73,500"
17141,2025050504022321,RADHI,85,6,10,700,"7,000"
17142,2025050504022320,RADHI,85,58,42,700,"29,400"
17143,2025050504022319,RADHI,85,49,"1,200",700,"840,000"
17144,2025050504022318,RADHI,85,48,200,700,"140,000"
17145,2025050504022317,RADHI,85,49,13,700,"9,100"
17146,2025050504022316,RADHI,85,28,"3,152",700,"2,206,400"
17147,2025050503006210,RLFL,51,19,400,485.9,"194,360"
17148,2025050501011262,RMF2,6,58,100,9.26,926
17149,2025050501011261,MBL,42,34,34,213,"7,242"
17150,2025050504022315,AKPL,38,81,150,245,"36,750"
17151,2025050504022314,AKPL,29,81,200,245,"49,000"
17152,2025050504022313,AKPL,34,81,150,245.1,"36,765"
17153,2025050504022312,AKPL,14,81,500,245.2,"122,600"
17154,2025050504022311,AKPL,94,81,"2,000",245.2,"490,400"
17155,2025050501011260,PCBL,22,60,150,233.2,"34,980"
17156,2025050503006209,MSLB,58,13,18,"1,143","20,574"
17157,2025050503006208,MSLB,57,13,58,"1,143.20","66,305.60"
17158,2025050503006207,MSLB,26,13,14,"1,144","16,016"
17159,2025050503006206,MSLB,25,13,10,"1,144","11,440"
17160,2025050503006205,SKBBL,47,53,35,789,"27,615"
17161,2025050503006204,PMLI,34,54,1,535,535
17162,2025050504022310,NGPL,45,13,150,371.4,"55,710"
17163,2025050504022309,AKJCL,25,51,300,208.2,"62,460"
17164,2025050505008951,NIFRA,58,90,50,290,"14,500"
17165,2025050503006203,FMDBL,22,21,150,723,"108,450"
17166,2025050504022308,RADHI,48,28,14,700,"9,800"
17167,2025050504022307,RADHI,48,19,86,699,"60,114"
17168,2025050503006202,GRDBL,49,8,27,"1,205","32,535"
17169,2025050504022306,API,56,22,14,301,"4,214"
17170,2025050504022305,NGPL,58,13,850,371.4,"315,690"
17171,2025050504022304,NGPL,58,38,150,371.2,"55,680"
17172,2025050505008950,GCIL,39,34,11,505.1,"5,556.10"
17173,2025050505008949,HRL,57,17,10,980,"9,800"
17174,2025050503006201,GLBSL,28,35,21,"2,920","61,320"
17175,2025050503006200,MNBBL,48,44,38,353,"13,414"
17176,2025050503006199,MNBBL,58,44,18,353,"6,354"
17177,2025050503006198,MNBBL,26,44,44,353,"15,532"
17178,2025050501011259,SRLI,6,33,12,403.3,"4,839.60"
17179,2025050503006197,LICN,45,69,15,913,"13,695"
17180,2025050503006196,LICN,90,69,100,913,"91,300"
17181,2025050503006195,LICN,28,69,50,913.2,"45,660"
17182,2025050503006194,LICN,65,69,50,913.2,"45,660"
17183,2025050503006193,LICN,80,69,15,913.2,"13,698"
17184,2025050503006192,LICN,29,69,10,913.4,"9,134"
17185,2025050503006191,LICN,42,69,13,913.4,"11,874.20"
17186,2025050503006190,LICN,56,69,50,913.5,"45,675"
17187,2025050503006189,LICN,47,69,100,917,"91,700"
17188,2025050503006188,CFCL,16,50,10,555,"5,550"
17189,2025050501011258,USHEC,14,42,"1,460",539,"786,940"
17190,2025050504022303,CHCL,13,38,258,488,"125,904"
17191,2025050504022302,CHCL,54,38,92,488.1,"44,905.20"
17192,2025050501011257,NICA,13,22,20,346,"6,920"
17193,2025050504022301,AKPL,63,32,500,245.3,"122,650"
17194,2025050504022300,AKPL,22,32,200,245.3,"49,060"
17195,2025050503006187,PFL,59,62,10,394.1,"3,941"
17196,2025050503006186,VLBS,25,58,4,770,"3,080"
17197,2025050505008948,HIDCL,44,56,100,304,"30,400"
17198,2025050505008947,HIDCL,59,56,100,304.1,"30,410"
17199,2025050505008946,HIDCL,67,56,400,304.2,"121,680"
17200,2025050505008945,HIDCL,69,56,200,304.2,"60,840"
17201,2025050505008944,HIDCL,43,56,200,304.3,"60,860"
17202,2025050505008943,HIDCL,14,97,200,305,"61,000"
17203,2025050505008942,HIDCL,96,97,200,305,"61,000"
17204,2025050505008941,HIDCL,58,97,"1,000",305,"305,000"
17205,2025050505008940,HIDCL,48,97,908,305,"276,940"
17206,2025050504022299,NGPL,40,6,128,371.1,"47,500.80"
17207,2025050504022298,NGPL,26,6,190,371.2,"70,528"
17208,2025050504022297,NGPL,14,6,182,371.2,"67,558.40"
17209,2025050504022296,HPPL,42,58,365,581.3,"212,174.50"
17210,2025050504022295,SHEL,17,41,40,266,"10,640"
17211,2025050504022294,SHEL,21,41,20,266,"5,320"
17212,2025050504022293,SHEL,21,41,35,266,"9,310"
17213,2025050504022292,NGPL,14,17,10,371.2,"3,712"
17214,2025050501011256,MKJC,36,6,100,526.6,"52,660"
17215,2025050503006185,MPFL,3,65,175,575,"100,625"
17216,2025050503006184,MPFL,3,32,25,570.2,"14,255"
17217,2025050504022291,UPCL,1,38,79,377.6,"29,830.40"
17218,2025050505008939,HIDCL,48,45,92,305,"28,060"
17219,2025050505008938,HIDCL,33,45,"2,000",305,"610,000"
17220,2025050505008937,HIDCL,19,45,20,305,"6,100"
17221,2025050505008936,HIDCL,34,45,200,305,"61,000"
17222,2025050505008935,HIDCL,41,45,200,305,"61,000"
17223,2025050505008934,HIDCL,69,45,"1,000",305,"305,000"
17224,2025050505008933,HIDCL,16,45,"1,000",305,"305,000"
17225,2025050505008932,HIDCL,69,45,"1,000",305,"305,000"
17226,2025050505008931,HIDCL,7,45,250,305.1,"76,275"
17227,2025050505008930,HIDCL,44,45,"1,250",305.1,"381,375"
17228,2025050505008929,HIDCL,22,45,66,305.1,"20,136.60"
17229,2025050505008928,HIDCL,32,45,"2,000",305.2,"610,400"
17230,2025050505008927,HIDCL,3,45,412,305.2,"125,742.40"
17231,2025050505008926,HIDCL,28,45,260,305.6,"79,456"
17232,2025050505008925,HIDCL,59,45,100,305.6,"30,560"
17233,2025050505008924,HIDCL,34,45,100,305.6,"30,560"
17234,2025050505008923,HIDCL,35,45,50,306,"15,300"
17235,2025050504022290,RADHI,53,28,"1,000",700,"700,000"
17236,2025050505008922,NIFRA,58,1,200,290,"58,000"
17237,2025050505008921,NIFRA,58,82,142,290,"41,180"
17238,2025050505008920,NIFRA,58,6,152,290,"44,080"
17239,2025050505008919,NIFRA,58,45,50,289.9,"14,495"
17240,2025050504022289,UPCL,1,16,990,377.6,"373,824"
17241,2025050504022288,IGI,38,59,11,547.2,"6,019.20"
17242,2025050505008918,HRL,56,1,73,977.2,"71,335.60"
17243,2025050505008917,HRL,41,1,127,978,"124,206"
17244,2025050501011255,BHL,42,33,10,219,"2,190"
17245,2025050501011254,SBI,57,78,100,380,"38,000"
17246,2025050501011253,SBI,88,78,111,380,"42,180"
17247,2025050505008916,GIBF1,4,73,100,10.17,"1,017"
17248,2025050501011252,HIDCLP,81,49,915,214.1,"195,901.50"
17249,2025050501011251,HIDCLP,81,49,"1,000",214.5,"214,500"
17250,2025050501011250,HIDCLP,48,49,10,214.6,"2,146"
17251,2025050501011249,HIDCLP,51,49,75,214.6,"16,095"
17252,2025050504022287,CHCL,54,99,398,488.1,"194,263.80"
17253,2025050505008915,NRN,59,43,90,"2,122","190,980"
17254,2025050501011248,RHGCL,29,40,20,503.2,"10,064"
17255,2025050504022286,UPCL,1,56,100,377.6,"37,760"
17256,2025050504022285,API,56,48,34,301,"10,234"
17257,2025050504022284,API,32,48,66,301,"19,866"
17258,2025050504022283,API,21,48,100,301,"30,100"
17259,2025050501011247,PPL,13,58,10,470,"4,700"
17260,2025050504022282,GLH,17,45,100,265.4,"26,540"
17261,2025050504022281,NGPL,14,46,25,371.2,"9,280"
17262,2025050504022280,NGPL,14,17,10,371.2,"3,712"
17263,2025050504022279,NGPL,14,42,50,371.2,"18,560"
17264,2025050504022278,NGPL,14,45,23,371.2,"8,537.60"
17265,2025050504022277,UPCL,1,14,"1,000",377.6,"377,600"
17266,2025050501011246,SRLI,6,48,42,403.3,"16,938.60"
17267,2025050501011245,USHEC,35,77,10,539.9,"5,399"
17268,2025050504022276,NGPL,41,45,77,371.2,"28,582.40"
17269,2025050504022275,NGPL,41,43,23,371.2,"8,537.60"
17270,2025050504022274,IGI,65,59,300,547.3,"164,190"
17271,2025050503006183,CFCL,38,50,100,555,"55,500"
17272,2025050501011244,BHL,42,56,323,219,"70,737"
17273,2025050501011243,BHL,71,56,"1,200",219,"262,800"
17274,2025050501011242,BHL,17,56,20,219,"4,380"
17275,2025050501011241,BHL,52,56,20,219,"4,380"
17276,2025050501011240,BHL,55,56,250,219,"54,750"
17277,2025050501011239,BHL,19,56,41,219,"8,979"
17278,2025050501011238,BHL,5,56,100,219.2,"21,920"
17279,2025050501011237,BHL,29,56,10,219.5,"2,195"
17280,2025050501011236,BHL,36,56,36,219.5,"7,902"
17281,2025050505008914,NIFRA,29,45,419,288.2,"120,755.80"
17282,2025050505008913,NIFRA,8,45,100,288.6,"28,860"
17283,2025050505008912,NIFRA,32,45,81,288.6,"23,376.60"
17284,2025050505008911,NIFRA,58,45,300,289.1,"86,730"
17285,2025050505008910,NIFRA,5,45,100,289.1,"28,910"
17286,2025050503006182,CFCL,36,50,10,555,"5,550"
17287,2025050504022273,RADHI,39,28,"1,634",700,"1,143,800"
17288,2025050504022272,RADHI,39,56,100,700,"70,000"
17289,2025050504022271,RADHI,39,39,500,700,"350,000"
17290,2025050504022270,RADHI,39,29,300,700,"210,000"
17291,2025050504022269,RADHI,39,17,142,700,"99,400"
17292,2025050504022268,RADHI,39,25,39,700,"27,300"
17293,2025050504022267,RADHI,39,58,200,700,"140,000"
17294,2025050504022266,RADHI,39,16,"1,000",700,"700,000"
17295,2025050504022265,RADHI,39,57,"1,000",700,"700,000"
17296,2025050504022264,RADHI,39,41,10,700,"7,000"
17297,2025050504022263,RADHI,39,36,300,700,"210,000"
17298,2025050504022262,RADHI,39,17,48,700,"33,600"
17299,2025050504022261,RADHI,39,57,"1,000",700,"700,000"
17300,2025050504022260,RADHI,39,59,400,700,"280,000"
17301,2025050504022259,RADHI,39,34,100,700,"70,000"
17302,2025050504022258,RADHI,39,44,10,700,"7,000"
17303,2025050504022257,RADHI,39,39,100,700,"70,000"
17304,2025050504022256,RADHI,39,44,284,700,"198,800"
17305,2025050504022255,RADHI,39,53,28,700,"19,600"
17306,2025050504022254,RADHI,39,36,202,700,"141,400"
17307,2025050504022253,RADHI,39,17,500,700,"350,000"
17308,2025050504022252,RADHI,39,95,250,700,"175,000"
17309,2025050504022251,RADHI,39,53,42,700,"29,400"
17310,2025050504022250,RADHI,39,58,10,700,"7,000"
17311,2025050504022249,RADHI,39,34,25,700,"17,500"
17312,2025050504022248,RADHI,39,6,500,700,"350,000"
