SN,ContractNo,Symbol,Buyer,Seller,Quantity,Rate,Amount
479,2025050504029240,UPCL,44,26,500,380,"190,000"
480,2025050504029239,UPCL,44,19,100,380,"38,000"
481,2025050504029238,UPCL,44,38,500,380,"190,000"
482,2025050504029237,UPCL,44,41,200,380,"76,000"
483,2025050504029236,UPCL,44,62,15,380,"5,700"
484,2025050504029235,UPCL,44,16,100,380,"38,000"
485,2025050504029234,UPCL,44,42,300,380,"114,000"
486,2025050504029233,UPCL,44,19,300,380,"114,000"
487,2025050504029232,UPCL,44,32,150,380,"57,000"
488,2025050504029231,UPCL,44,52,10,380,"3,800"
489,2025050504029230,UPCL,44,36,54,380,"20,520"
490,2025050504029229,UPCL,44,40,759,380,"288,420"
491,2025050504029228,UPCL,44,57,100,380,"38,000"
492,2025050504029227,UPCL,44,17,200,380,"76,000"
493,2025050504029226,UPCL,44,5,"1,500",380,"570,000"
494,2025050504029225,UPCL,44,42,182,380,"69,160"
495,2025050503008919,MLBL,38,28,45,366,"16,470"
496,2025050503008918,MLBL,34,28,200,366.1,"73,220"
497,2025050501015318,NIMB,18,38,55,204,"11,220"
498,2025050504029224,HDHPC,41,32,150,200.2,"30,030"
499,2025050505011929,GCIL,35,49,30,501,"15,030"
500,2025050505011928,GCIL,25,49,50,501,"25,050"
501,2025050504029223,AKPL,56,45,994,242,"240,548"
502,2025050504029222,UMHL,39,14,200,501.9,"100,380"
503,2025050504029221,UPCL,72,42,10,380,"3,800"
504,2025050505011927,HIDCL,41,60,219,304,"66,576"
505,2025050505011926,HIDCL,45,60,81,304,"24,624"
506,2025050505011925,HIDCL,38,60,200,304.3,"60,860"
507,2025050505011924,HIDCL,32,60,500,304.5,"152,250"
508,2025050504029220,LEC,84,91,30,215.6,"6,468"
509,2025050504029219,RHPL,57,80,300,388.3,"116,490"
510,2025050501015317,GVL,50,53,99,429.5,"42,520.50"
511,2025050501015316,HIDCLP,5,58,"1,000",214,"214,000"
512,2025050505011923,NRN,44,51,43,"2,113","90,859"
513,2025050505011922,NRN,58,51,57,"2,113","120,441"
514,2025050501015315,SPHL,49,90,50,699,"34,950"
515,2025050504029218,NGPL,49,57,25,368,"9,200"
516,2025050505011921,CLI,29,52,10,473.5,"4,735"
517,2025050504029217,API,34,45,500,299,"149,500"
518,2025050501015314,UHEWA,66,4,408,635,"259,080"
519,2025050501015313,UHEWA,66,35,842,634.5,"534,249"
520,2025050501015312,UHEWA,66,37,10,634.3,"6,343"
521,2025050501015311,UHEWA,66,53,100,634,"63,400"
522,2025050501015310,UHEWA,66,34,30,634,"19,020"
523,2025050501015309,UHEWA,66,38,35,633,"22,155"
524,2025050501015308,UHEWA,66,54,75,632,"47,400"
525,2025050505011920,MBJC,40,58,50,317,"15,850"
526,2025050504029216,UMHL,39,26,150,501.9,"75,285"
527,2025050504029215,UMHL,39,26,10,501.9,"5,019"
528,2025050503008917,MLBL,21,50,10,366.7,"3,667"
529,2025050504029214,GHL,56,45,470,254.1,"119,427"
530,2025050504029213,GHL,45,45,300,254.1,"76,230"
531,2025050504029212,GHL,43,45,500,254.1,"127,050"
532,2025050504029211,GHL,4,45,100,254.2,"25,420"
533,2025050504029210,GHL,57,45,200,254.2,"50,840"
534,2025050504029209,GHL,44,45,300,254.3,"76,290"
535,2025050504029208,GHL,49,45,"1,130",254.5,"287,585"
536,2025050504029207,GHL,6,45,"2,000",254.9,"509,800"
537,2025050501015307,SANIMA,52,14,22,300,"6,600"
538,2025050501015306,SANIMA,25,14,78,300.1,"23,407.80"
539,2025050501015305,SANIMA,25,44,422,300.1,"126,642.20"
540,2025050504029206,NGPL,49,13,400,368,"147,200"
541,2025050503008916,MNBBL,43,58,20,352,"7,040"
542,2025050505011919,NRN,58,4,50,"2,113","105,650"
543,2025050504029205,GHL,38,4,50,255,"12,750"
544,2025050504029204,GHL,33,4,100,255,"25,500"
545,2025050504029203,GHL,49,4,31,255,"7,905"
546,2025050504029202,GHL,86,4,500,255.1,"127,550"
547,2025050504029201,HURJA,69,100,500,252.4,"126,200"
548,2025050504029200,AHPC,48,77,"1,663",290,"482,270"
549,2025050504029199,AHPC,48,18,"1,000",289.9,"289,900"
550,2025050504029198,AHPC,48,99,"1,490",289.7,"431,653"
551,2025050504029197,AHPC,48,13,500,289,"144,500"
552,2025050504029196,AHPC,48,22,50,289,"14,450"
553,2025050504029195,AHPC,48,38,50,288,"14,400"
554,2025050504029194,AHPC,48,40,400,288,"115,200"
555,2025050504029193,AHPC,48,89,943,288,"271,584"
556,2025050504029192,AHPC,48,44,200,288,"57,600"
557,2025050504029191,AHPC,48,57,500,288,"144,000"
558,2025050504029190,AHPC,48,1,300,287.9,"86,370"
559,2025050504029189,AHPC,48,38,904,287.9,"260,261.60"
560,2025050504029188,NGPL,49,38,131,368,"48,208"
561,2025050504029187,NGPL,47,38,500,368,"184,000"
562,2025050504029186,NGPL,48,38,369,368,"135,792"
563,2025050504029185,HEI,19,17,15,563.6,"8,454"
564,2025050504029184,RHPL,17,60,80,389.8,"31,184"
565,2025050504029183,RIDI,17,57,293,257.5,"75,447.50"
566,2025050504029182,RIDI,41,57,207,257.5,"53,302.50"
567,2025050503008915,SHINE,47,57,58,395,"22,910"
568,2025050504029181,UAIL,34,55,10,605,"6,050"
569,2025050501015304,BHL,40,14,250,218.6,"54,650"
570,2025050501015303,IHL,26,48,10,615,"6,150"
571,2025050501015302,IHL,26,58,50,610,"30,500"
572,2025050504029180,NGPL,48,33,266,368,"97,888"
573,2025050503008914,JBBL,32,45,61,319,"19,459"
574,2025050503008913,JBBL,45,45,39,319,"12,441"
575,2025050505011918,NRN,58,21,30,"2,113","63,390"
576,2025050505011917,HIDCL,32,45,500,304.5,"152,250"
577,2025050501015301,PPL,38,45,45,464,"20,880"
578,2025050501015300,NIMB,33,14,485,203.6,"98,746"
579,2025050501015299,NIMB,70,14,"1,400",203.6,"285,040"
580,2025050501015298,NIMB,58,14,815,203.9,"166,178.50"
581,2025050501015297,MCHL,21,95,100,566.3,"56,630"
582,2025050504029179,SPDL,58,59,36,392,"14,112"
583,2025050504029178,SPDL,58,58,100,392,"39,200"
584,2025050504029177,SPDL,58,56,54,392,"21,168"
585,2025050504029176,SPDL,58,32,10,391.5,"3,915"
586,2025050503008912,GMFIL,58,58,280,467,"130,760"
587,2025050505011916,GCIL,25,52,150,501,"75,150"
588,2025050505011915,GCIL,26,52,300,501,"150,300"
589,2025050503008911,SINDU,41,53,17,950,"16,150"
590,2025050503008910,SINDU,38,53,83,950,"78,850"
591,2025050505011914,BBC,58,38,19,"5,806","110,314"
592,2025050505011913,BBC,74,38,10,"5,808","58,080"
593,2025050505011912,BBC,10,38,10,"5,810","58,100"
594,2025050505011911,BBC,56,38,10,"5,810","58,100"
595,2025050504029175,AKJCL,36,58,195,207.9,"40,540.50"
596,2025050504029174,UPCL,6,25,200,379.9,"75,980"
597,2025050504029173,UPCL,6,57,490,379.9,"186,151"
598,2025050504029172,RIDI,41,57,123,257.5,"31,672.50"
599,2025050504029171,RIDI,4,57,30,257.6,"7,728"
600,2025050504029170,RIDI,42,57,247,257.6,"63,627.20"
601,2025050501015296,EHPL,56,32,300,589,"176,700"
602,2025050503008909,SINDU,38,8,17,950,"16,150"
603,2025050503008908,SINDU,42,8,48,950,"45,600"
604,2025050503008907,SINDU,59,8,25,950,"23,750"
605,2025050501015295,BHL,48,34,700,218.5,"152,950"
606,2025050501015294,BHL,32,34,300,218.6,"65,580"
607,2025050504029169,KKHC,41,22,20,340,"6,800"
608,2025050504029168,NGPL,48,3,200,368,"73,600"
609,2025050504029167,UPPER,3,51,31,197.9,"6,134.90"
610,2025050504029166,RIDI,26,45,25,257.7,"6,442.50"
611,2025050503008906,KSBBL,44,22,10,436,"4,360"
612,2025050504029165,SSHL,50,45,17,232,"3,944"
613,2025050504029164,IGI,4,52,10,546,"5,460"
614,2025050505011910,NRN,58,6,100,"2,113","211,300"
615,2025050504029163,UMHL,39,71,200,501.9,"100,380"
616,2025050504029162,NGPL,33,45,600,368.4,"221,040"
617,2025050503008905,SADBL,48,26,200,385,"77,000"
618,2025050504029161,SICL,37,22,30,775,"23,250"
619,2025050504029160,SHEL,42,47,600,264.2,"158,520"
620,2025050504029159,RIDI,42,5,200,257.6,"51,520"
621,2025050504029158,SHPC,48,37,128,588,"75,264"
622,2025050504029157,SHPC,48,43,100,587.9,"58,790"
623,2025050504029156,SHPC,48,48,38,587.5,"22,325"
624,2025050504029155,SHPC,48,38,500,587.4,"293,700"
625,2025050504029154,SHPC,48,38,100,587,"58,700"
626,2025050504029153,SHPC,48,61,300,587,"176,100"
627,2025050504029152,SHPC,48,49,500,587,"293,500"
628,2025050504029151,SHPC,48,63,34,587,"19,958"
629,2025050504029150,SHPC,48,26,300,586,"175,800"
630,2025050504029149,SHPC,94,42,193,586,"113,098"
631,2025050504029148,NGPL,48,44,150,368,"55,200"
632,2025050505011909,NRN,58,56,11,"2,113","23,243"
633,2025050503008904,RSDC,55,17,90,648,"58,320"
634,2025050503008903,RSDC,59,17,10,648.1,"6,481"
635,2025050501015293,HIDCLP,42,70,200,212.7,"42,540"
636,2025050501015292,HIDCLP,45,70,100,212.7,"21,270"
637,2025050501015291,HIDCLP,32,70,500,212.8,"106,400"
638,2025050501015290,HIDCLP,3,70,50,213,"10,650"
639,2025050501015289,HIDCLP,32,70,"1,600",213,"340,800"
640,2025050501015288,HIDCLP,49,70,250,213,"53,250"
641,2025050501015287,HIDCLP,46,70,500,213.1,"106,550"
642,2025050501015286,HIDCLP,48,70,"1,800",213.1,"383,580"
643,2025050501015285,ULHC,58,42,10,473.5,"4,735"
644,2025050501015284,ULHC,8,42,90,475,"42,750"
645,2025050504029147,UPCL,67,42,85,379.5,"32,257.50"
646,2025050504029146,NGPL,18,45,300,368.4,"110,520"
647,2025050503008902,PFL,41,57,47,390,"18,330"
648,2025050503008901,PFL,10,57,80,390,"31,200"
649,2025050503008900,SFCL,29,36,135,478.4,"64,584"
650,2025050503008899,SFCL,35,36,125,478.5,"59,812.50"
651,2025050503008898,SFCL,35,36,50,478.6,"23,930"
652,2025050503008897,SFCL,38,36,100,478.7,"47,870"
653,2025050503008896,SFCL,47,36,10,479,"4,790"
654,2025050503008895,SFCL,57,36,30,479,"14,370"
655,2025050504029145,UMHL,11,71,10,502,"5,020"
656,2025050504029144,SHL,16,34,100,502,"50,200"
657,2025050501015283,LSL,16,22,500,205.5,"102,750"
658,2025050504029143,GLH,65,19,500,270,"135,000"
659,2025050504029142,NGPL,48,21,50,368,"18,400"
660,2025050501015282,RFPL,34,21,34,550,"18,700"
661,2025050501015281,RFPL,46,21,10,550,"5,500"
662,2025050501015280,RFPL,45,21,10,550,"5,500"
663,2025050501015279,RFPL,42,21,15,550,"8,250"
664,2025050501015278,RFPL,42,21,10,550,"5,500"
665,2025050501015277,RFPL,71,21,75,550,"41,250"
666,2025050501015276,RFPL,45,21,180,550,"99,000"
667,2025050501015275,RFPL,72,21,120,550,"66,000"
668,2025050501015274,RFPL,13,21,10,550,"5,500"
669,2025050501015273,RFPL,53,21,36,550,"19,800"
670,2025050504029141,UPCL,36,57,500,379.9,"189,950"
671,2025050504029140,BARUN,68,48,521,551,"287,071"
672,2025050501015272,CZBIL,70,13,777,199,"154,623"
673,2025050501015271,CZBIL,51,13,75,199.1,"14,932.50"
674,2025050501015270,CZBIL,4,13,87,199.5,"17,356.50"
675,2025050501015269,CZBIL,54,13,61,199.5,"12,169.50"
676,2025050505011908,SHIVM,58,16,100,522.3,"52,230"
677,2025050504029139,AHPC,47,74,697,287.4,"200,317.80"
678,2025050501015268,HIDCLP,48,43,200,213.1,"42,620"
679,2025050501015267,HIDCLP,45,43,100,213.2,"21,320"
680,2025050504029138,AKJCL,43,58,100,207.9,"20,790"
681,2025050504029137,NGPL,58,45,10,368.4,"3,684"
682,2025050504029136,NGPL,58,16,490,368.3,"180,467"
683,2025050504029135,NGPL,48,58,100,368,"36,800"
684,2025050501015266,MKJC,65,48,400,525,"210,000"
685,2025050504029134,UPCL,48,57,10,379.9,"3,799"
686,2025050504029133,NGPL,62,16,10,368.3,"3,683"
687,2025050501015265,PRVU,42,50,12,197,"2,364"
688,2025050504029132,NGPL,48,57,200,368,"73,600"
689,2025050504029131,RADHI,32,40,286,700,"200,200"
690,2025050504029130,RADHI,32,51,14,699,"9,786"
691,2025050504029129,RIDI,45,39,22,258,"5,676"
692,2025050501015264,UNLB,34,8,10,"2,080","20,800"
693,2025050501015263,BNHC,41,4,50,504.9,"25,245"
694,2025050505011907,NRN,58,66,50,"2,113","105,650"
695,2025050501015262,GMLI,55,33,30,"2,370","71,100"
696,2025050504029128,RADHI,33,51,200,699,"139,800"
697,2025050503008894,RSDC,22,59,10,653.8,"6,538"
698,2025050504029127,RADHI,45,51,65,699,"45,435"
699,2025050504029126,PRIN,11,49,60,862,"51,720"
700,2025050504029125,BPCL,19,33,40,454,"18,160"
701,2025050504029124,HDHPC,19,32,100,200.2,"20,020"
702,2025050501015261,ULBSL,51,13,10,"3,007","30,070"
703,2025050503008893,PFL,10,4,10,390,"3,900"
704,2025050501015260,DLBS,48,50,35,"1,470","51,450"
705,2025050501015259,DLBS,48,57,15,"1,460.40","21,906"
706,2025050503008892,SINDU,59,48,10,950,"9,500"
707,2025050504029123,SJCL,48,13,12,325,"3,900"
708,2025050504029122,NIL,4,42,344,735,"252,840"
709,2025050504029121,NIL,13,42,55,735,"40,425"
710,2025050504029120,NIL,34,42,50,735,"36,750"
711,2025050504029119,NIL,32,42,51,735,"37,485"
712,2025050503008891,JFL,49,42,37,437,"16,169"
713,2025050503008890,JFL,32,42,400,437,"174,800"
714,2025050503008889,JFL,13,42,300,437.7,"131,310"
715,2025050503008888,JFL,80,42,20,437.7,"8,754"
716,2025050503008887,JFL,57,42,300,437.7,"131,310"
717,2025050503008886,JFL,17,42,943,437.7,"412,751.10"
718,2025050504029118,HEI,57,45,20,565,"11,300"
719,2025050504029117,RADHI,58,51,10,699,"6,990"
720,2025050504029116,SPDL,14,58,150,391,"58,650"
721,2025050505011906,CLI,39,39,50,472,"23,600"
722,2025050504029115,UMHL,39,26,14,501.9,"7,026.60"
723,2025050501015258,SRLI,58,35,144,404,"58,176"
724,2025050504029114,UPCL,14,42,910,380,"345,800"
725,2025050504029113,UPCL,14,7,500,379.9,"189,950"
726,2025050504029112,UPCL,14,85,500,379.9,"189,950"
727,2025050504029111,UPCL,14,51,90,379.9,"34,191"
728,2025050503008885,MERO,51,62,30,678,"20,340"
729,2025050504029110,NGPL,48,16,500,368,"184,000"
730,2025050504029109,NIL,1,40,10,737,"7,370"
731,2025050504029108,UMHL,39,1,"1,000",501.9,"501,900"
732,2025050503008884,PROFL,58,48,100,480,"48,000"
733,2025050503008883,PROFL,56,48,846,480,"406,080"
734,2025050503008882,PROFL,70,48,980,480.1,"470,498"
735,2025050503008881,PROFL,13,48,70,480.2,"33,614"
736,2025050505011905,HATHY,3,38,50,"1,286.50","64,325"
737,2025050505011904,NMB50,55,17,"4,679",10.6,"49,597.40"
738,2025050501015257,BHL,37,91,290,218.8,"63,452"
739,2025050501015256,BHL,37,42,150,218.7,"32,805"
740,2025050504029107,SHPC,71,42,54,586,"31,644"
741,2025050504029106,SHPC,56,42,103,586,"60,358"
742,2025050501015255,DLBS,49,57,20,"1,456.20","29,124"
743,2025050501015254,DLBS,38,57,10,"1,456.30","14,563"
744,2025050503008880,RLFL,52,11,100,481.5,"48,150"
745,2025050501015253,UNLB,34,94,143,"2,080","297,440"
746,2025050501015252,UNLB,34,25,10,"2,079","20,790"
747,2025050504029105,API,33,65,214,298.2,"63,814.80"
748,2025050504029104,API,63,65,24,298.3,"7,159.20"
749,2025050504029103,API,53,65,225,298.3,"67,117.50"
750,2025050504029102,API,58,65,700,298.3,"208,810"
751,2025050504029101,API,51,65,500,298.3,"149,150"
752,2025050504029100,API,45,65,200,299,"59,800"
753,2025050504029099,API,11,65,237,299,"70,863"
754,2025050504029098,NGPL,48,99,100,368,"36,800"
755,2025050504029097,SHPC,45,63,300,587,"176,100"
756,2025050505011903,HIDCL,59,45,200,304.1,"60,820"
757,2025050501015251,KBSH,51,7,10,"1,933","19,330"
758,2025050501015250,KBSH,51,57,10,"1,925","19,250"
759,2025050504029096,NHPC,47,48,600,224,"134,400"
760,2025050501015249,PRVU,43,50,100,197,"19,700"
761,2025050501015248,RFPL,53,92,14,550,"7,700"
762,2025050501015247,RFPL,59,92,10,550.1,"5,501"
763,2025050501015246,RFPL,14,92,20,550.1,"11,002"
764,2025050501015245,RFPL,56,92,100,550.3,"55,030"
765,2025050501015244,RFPL,36,92,10,551,"5,510"
766,2025050501015243,RFPL,34,92,10,551.1,"5,511"
767,2025050501015242,RFPL,92,92,100,551.2,"55,120"
768,2025050501015241,RFPL,38,92,50,551.5,"27,575"
769,2025050501015240,RFPL,58,92,186,552,"102,672"
770,2025050501015239,RFPL,58,59,14,552,"7,728"
771,2025050501015238,RFPL,39,59,140,552,"77,280"
772,2025050501015237,RFPL,45,59,26,552,"14,352"
773,2025050501015236,RFPL,6,59,100,552.1,"55,210"
774,2025050504029095,UPCL,67,34,50,379.5,"18,975"
775,2025050501015235,ADBL,34,51,93,280.3,"26,067.90"
776,2025050503008879,MLBL,21,50,100,366.7,"36,670"
777,2025050504029094,RADHI,65,51,30,699,"20,970"
778,2025050501015234,GBIME,82,22,301,215.9,"64,985.90"
779,2025050501015233,GBIME,42,22,176,215.9,"37,998.40"
780,2025050504029093,KPCL,4,91,100,528,"52,800"
781,2025050503008878,SAPDBL,91,56,50,900,"45,000"
782,2025050504029092,SPDL,75,91,400,391,"156,400"
783,2025050504029091,SPDL,50,91,100,391,"39,100"
784,2025050504029090,NGPL,48,25,200,368,"73,600"
785,2025050504029089,BARUN,58,46,500,550,"275,000"
786,2025050504029088,BPCL,7,17,288,453,"130,464"
787,2025050504029087,BPCL,42,17,132,453,"59,796"
788,2025050501015232,GVL,6,35,10,430,"4,300"
789,2025050501015231,EBL,42,32,50,614,"30,700"
790,2025050501015230,EBL,87,32,12,614,"7,368"
791,2025050501015229,EBL,19,32,100,614,"61,400"
792,2025050505011902,HIDCL,45,45,307,304,"93,328"
793,2025050505011901,HIDCL,16,45,193,304.3,"58,729.90"
794,2025050501015228,NIMB,58,33,135,203.9,"27,526.50"
795,2025050501015227,NIMB,58,57,50,203.8,"10,190"
796,2025050501015226,SNLI,58,42,24,481,"11,544"
797,2025050503008877,NFS,13,70,200,608,"121,600"
798,2025050504029086,AKPL,16,42,203,242.4,"49,207.20"
799,2025050501015225,LSL,16,16,101,205.5,"20,755.50"
800,2025050504029085,BPCL,42,64,30,453,"13,590"
801,2025050504029084,BPCL,33,64,500,453.1,"226,550"
802,2025050505011900,RNLI,52,69,11,505,"5,555"
803,2025050505011899,HDL,57,48,80,"1,176.30","94,104"
804,2025050505011898,HDL,42,48,10,"1,176.30","11,763"
805,2025050505011897,HDL,34,48,100,"1,176.30","117,630"
806,2025050505011896,HDL,16,48,300,"1,176.40","352,920"
807,2025050505011895,HDL,26,48,10,"1,176.40","11,764"
808,2025050504029083,DHPL,54,48,273,326.9,"89,243.70"
809,2025050504029082,DHPL,51,48,50,327,"16,350"
810,2025050504029081,DHPL,47,48,27,327,"8,829"
811,2025050501015224,GMLI,55,81,153,"2,370","362,610"
812,2025050505011894,NRN,58,88,100,"2,113","211,300"
813,2025050504029080,SHPC,56,3,242,586,"141,812"
814,2025050501015223,CITY,77,56,60,832,"49,920"
815,2025050501015222,CITY,57,56,100,832,"83,200"
816,2025050501015221,CITY,54,56,100,832.1,"83,210"
817,2025050501015220,CITY,19,56,200,832.2,"166,440"
818,2025050501015219,CITY,57,56,90,832.2,"74,898"
819,2025050501015218,CITY,64,56,50,834,"41,700"
820,2025050501015217,CITY,57,56,70,834,"58,380"
821,2025050501015216,CITY,22,56,30,834.1,"25,023"
822,2025050501015215,CITY,77,56,200,843,"168,600"
823,2025050503008876,EDBL,49,38,"1,185",573.1,"679,123.50"
824,2025050503008875,EDBL,8,38,815,573.2,"467,158"
825,2025050504029079,HURJA,70,17,"2,931",252,"738,612"
826,2025050504029078,HURJA,42,17,"1,069",252,"269,388"
827,2025050504029077,NGPL,48,6,20,368,"7,360"
828,2025050503008874,MNBBL,44,42,263,351.2,"92,365.60"
829,2025050503008873,MNBBL,58,42,10,351.3,"3,513"
830,2025050503008872,MNBBL,43,42,80,351.3,"28,104"
831,2025050503008871,MNBBL,22,42,60,351.4,"21,084"
832,2025050503008870,MNBBL,26,42,500,351.5,"175,750"
833,2025050503008869,MNBBL,14,42,500,351.5,"175,750"
834,2025050503008868,MNBBL,17,42,40,351.5,"14,060"
835,2025050503008867,MNBBL,45,42,20,352,"7,040"
836,2025050503008866,MNBBL,48,42,100,352,"35,200"
837,2025050503008865,MNBBL,17,42,20,352,"7,040"
838,2025050503008864,MNBBL,17,42,10,352,"3,520"
839,2025050503008863,MNBBL,58,42,118,352,"41,536"
840,2025050503008862,MNBBL,38,42,17,352,"5,984"
841,2025050503008861,MNBBL,57,42,160,352,"56,320"
842,2025050503008860,MNBBL,14,42,50,352,"17,600"
843,2025050503008859,MNBBL,16,42,50,352,"17,600"
844,2025050503008858,MNBBL,41,42,25,352,"8,800"
845,2025050503008857,MNBBL,45,42,100,352,"35,200"
846,2025050503008856,MNBBL,55,42,500,352,"176,000"
847,2025050503008855,MNBBL,43,42,10,352,"3,520"
848,2025050503008854,MNBBL,7,42,100,352,"35,200"
849,2025050503008853,MNBBL,55,42,600,352,"211,200"
850,2025050503008852,MNBBL,25,42,55,352,"19,360"
851,2025050503008851,MNBBL,16,42,44,352.1,"15,492.40"
852,2025050503008850,MNBBL,1,42,43,352.1,"15,140.30"
853,2025050503008849,MNBBL,16,42,25,352.2,"8,805"
854,2025050504029076,CHCL,42,39,98,489,"47,922"
855,2025050501015214,ADBL,47,35,13,280,"3,640"
856,2025050501015213,ADBL,49,35,10,280,"2,800"
857,2025050501015212,ADBL,35,35,100,280,"28,000"
858,2025050501015211,ADBL,32,35,100,280,"28,000"
859,2025050501015210,ADBL,38,35,100,280,"28,000"
860,2025050501015209,ADBL,58,35,"1,000",280,"280,000"
861,2025050501015208,ADBL,51,35,500,280.1,"140,050"
862,2025050501015207,ADBL,34,35,530,280.1,"148,453"
863,2025050501015206,ADBL,42,35,110,280.2,"30,822"
864,2025050501015205,ADBL,33,35,37,280.2,"10,367.40"
865,2025050504029075,UPCL,67,58,400,379.5,"151,800"
866,2025050501015204,RHGCL,39,49,20,501.5,"10,030"
867,2025050504029074,RADHI,14,75,500,699,"349,500"
868,2025050501015203,BHL,56,43,35,218.6,"7,651"
869,2025050501015202,BHL,7,43,228,218.6,"49,840.80"
870,2025050501015201,BHL,8,43,737,218.6,"161,108.20"
871,2025050501015200,SBL,34,1,200,265.9,"53,180"
872,2025050504029073,HDHPC,5,32,94,200.2,"18,818.80"
873,2025050505011893,HRL,3,48,100,970.4,"97,040"
874,2025050505011892,HRL,57,48,50,970.5,"48,525"
875,2025050501015199,NABIL,38,47,100,479.5,"47,950"
876,2025050504029072,UPPER,57,51,500,197.9,"98,950"
877,2025050501015198,GBILD84/85,78,42,27,"1,170.10","31,592.70"
878,2025050504029071,GHL,39,28,10,256.7,"2,567"
879,2025050504029070,BARUN,58,26,100,550,"55,000"
880,2025050504029069,NGPL,48,35,200,368,"73,600"
881,2025050504029068,AHPC,86,35,500,287.3,"143,650"
882,2025050504029067,AKPL,56,45,"1,000",242,"242,000"
883,2025050504029066,RIDI,45,41,500,258,"129,000"
884,2025050504029065,RIDI,45,47,38,258,"9,804"
885,2025050504029064,RIDI,45,41,100,258,"25,800"
886,2025050504029063,RIDI,45,8,30,258,"7,740"
887,2025050504029062,RIDI,45,11,100,258,"25,800"
888,2025050504029061,RIDI,45,54,110,258,"28,380"
889,2025050504029060,RIDI,45,25,100,257.9,"25,790"
890,2025050503008848,NFS,45,70,300,608,"182,400"
891,2025050501015197,SPC,51,34,25,531.6,"13,290"
892,2025050501015196,MAKAR,58,29,50,699.9,"34,995"
893,2025050501015195,MAKAR,58,57,50,699.8,"34,990"
894,2025050504029059,MHNL,19,41,10,267,"2,670"
895,2025050505011891,CHDC,13,37,13,"2,525","32,825"
896,2025050504029058,AHPC,1,74,50,287.4,"14,370"
897,2025050504029057,RIDI,42,94,463,257.6,"119,268.80"
898,2025050504029056,RIDI,45,94,"3,432",257.7,"884,426.40"
899,2025050504029055,RIDI,29,94,605,257.7,"155,908.50"
