SN,ContractNo,Symbol,Buyer,Seller,Quantity,Rate,Amount
"49149","2025052701002915","EHPL","42","41","16","566.60","9,065.60"
"49150","2025052704003752","API","19","1","100","291","29,100"
"49151","2025052703002049","SINDU","45","35","64","875","56,000"
"49152","2025052704003751","SHL","45","17","100","559","55,900"
"49153","2025052704003750","SHL","45","16","100","558.70","55,870"
"49154","2025052703002048","LBBL","19","45","500","451","225,500"
"49155","2025052701002914","KBL","22","45","20","214","4,280"
"49156","2025052705001762","ILI","22","22","50","458","22,900"
"49157","2025052703002047","JBBL","21","6","100","333.50","33,350"
"49158","2025052703002046","JBBL","21","45","385","333.30","128,320.50"
"49159","2025052704003749","GHL","56","59","410","245","100,450"
"49160","2025052704003748","GHL","43","59","500","245","122,500"
"49161","2025052704003747","GHL","14","59","55","245","13,475"
"49162","2025052701002913","KBL","58","45","2,000","214","428,000"
"49163","2025052705001761","RNLI","22","16","10","513.90","5,139"
"49164","2025052703002045","PFL","26","77","10","408","4,080"
"49165","2025052701002912","HIDCLP","58","49","15","200.90","3,013.50"
"49166","2025052705001760","HIDCL","21","88","120","295.10","35,412"
"49167","2025052705001759","CLI","67","52","17","480.60","8,170.20"
"49168","2025052705001758","CLI","88","52","100","480.70","48,070"
"49169","2025052703002044","SINDU","45","34","50","875","43,750"
"49170","2025052704003746","MHNL","39","38","250","256","64,000"
"49171","2025052704003745","CGH","54","63","10","863","8,630"
"49172","2025052703002043","SINDU","45","3","10","875","8,750"
"49173","2025052703002042","SINDU","45","32","500","875","437,500"
"49174","2025052703002041","SINDU","45","42","225","874.90","196,852.50"
"49175","2025052703002040","SINDU","45","35","151","867.10","130,932.10"
"49176","2025052703002039","SMFBS","62","40","10","1,799.90","17,999"
"49177","2025052703002038","SMFBS","62","3","10","1,778","17,780"
"49178","2025052703002037","SMFBS","62","19","10","1,777","17,770"
"49179","2025052705001757","RNLI","22","58","10","513","5,130"
"49180","2025052701002911","PCBL","17","59","95","248","23,560"
"49181","2025052701002910","NMIC","95","47","10","1,936","19,360"
"49182","2025052704003744","CHCL","28","47","10","489.80","4,898"
"49183","2025052701002909","PRVU","1","14","20","211.20","4,224"
"49184","2025052704003743","AKJCL","56","43","410","207","84,870"
"49185","2025052704003742","RIDI","41","29","100","259.90","25,990"
"49186","2025052704003741","RIDI","41","18","200","259.80","51,960"
"49187","2025052704003740","RIDI","41","14","100","259.50","25,950"
"49188","2025052704003739","RIDI","41","14","100","259.40","25,940"
"49189","2025052705001756","RNLI","33","4","11","512","5,632"
"49190","2025052703002036","WNLB","34","47","10","2,330","23,300"
"49191","2025052703002035","KSBBL","62","45","365","450","164,250"
"49192","2025052703002034","GRDBL","88","58","129","1,231.80","158,902.20"
"49193","2025052704003738","UPCL","56","49","680","431.70","293,556"
"49194","2025052704003737","UPCL","56","26","1,000","431.40","431,400"
"49195","2025052704003736","UPCL","56","51","100","431.30","43,130"
"49196","2025052704003735","UPCL","56","55","20","431.20","8,624"
"49197","2025052704003734","UPCL","56","58","200","431","86,200"
"49198","2025052703002033","SINDU","8","35","89","867.10","77,171.90"
"49199","2025052703002032","LBBL","96","22","205","452","92,660"
"49200","2025052704003733","PPCL","38","45","30","325.10","9,753"
"49201","2025052703002031","LBBL","35","22","300","452","135,600"
"49202","2025052701002908","NMIC","11","56","10","1,936.30","19,363"
"49203","2025052701002907","OMPL","64","44","10","1,363.20","13,632"
"49204","2025052701002906","NMIC","95","38","10","1,936","19,360"
"49205","2025052703002030","NFS","42","35","20","620","12,400"
"49206","2025052703002029","NFS","42","57","80","620","49,600"
"49207","2025052703002028","NFS","42","45","100","620","62,000"
"49208","2025052703002027","NFS","42","45","100","620","62,000"
"49209","2025052703002026","NMLBBL","35","63","10","669","6,690"
"49210","2025052703002025","NMLBBL","35","45","100","669","66,900"
"49211","2025052703002024","NMLBBL","35","39","435","668.70","290,884.50"
"49212","2025052703002023","SINDU","35","35","80","867.10","69,368"
"49213","2025052705001755","GCIL","36","57","11","506.70","5,573.70"
"49214","2025052701002905","NBL","21","44","200","257.80","51,560"
"49215","2025052701002904","NABIL","45","39","45","495.90","22,315.50"
"49216","2025052703002022","LICN","45","58","40","913","36,520"
"49217","2025052704003732","GLH","38","85","10","251.50","2,515"
"49218","2025052704003731","GLH","38","42","10","251","2,510"
"49219","2025052703002021","SINDU","39","35","500","867.10","433,550"
"49220","2025052703002020","SINDU","45","35","200","870","174,000"
"49221","2025052703002019","SINDU","39","35","70","870","60,900"
"49222","2025052703002018","SINDU","46","35","470","874.90","411,203"
"49223","2025052703002017","GRDBL","88","48","25","1,231.80","30,795"
"49224","2025052703002016","NICLBSL","55","58","10","643","6,430"
"49225","2025052703002015","NICLBSL","55","3","10","643","6,430"
"49226","2025052703002014","NICLBSL","55","68","100","642.90","64,290"
"49227","2025052703002013","NICLBSL","55","34","30","640","19,200"
"49228","2025052703002012","MDB","49","45","50","601","30,050"
"49229","2025052701002903","CREST","89","51","10","1,821.20","18,212"
"49230","2025052701002902","OMPL","64","42","10","1,363.20","13,632"
"49231","2025052703002011","LBBL","99","22","325","452","146,900"
"49232","2025052704003730","SHPC","56","67","830","563","467,290"
"49233","2025052704003729","SHPC","45","67","70","563","39,410"
"49234","2025052704003728","SHPC","35","67","100","563","56,300"
"49235","2025052704003727","RADHI","60","58","22","805","17,710"
"49236","2025052703002010","SINDU","46","43","30","874.90","26,247"
"49237","2025052704003726","AKPL","58","58","34","241.70","8,217.80"
"49238","2025052704003725","AKPL","58","40","200","241.70","48,340"
"49239","2025052704003724","AKPL","58","42","416","241.70","100,547.20"
"49240","2025052704003723","RADHI","94","54","76","806","61,256"
"49241","2025052704003722","RADHI","94","25","10","805.90","8,059"
"49242","2025052705001754","RNLI","22","51","10","513","5,130"
"49243","2025052705001753","RNLI","22","58","10","513","5,130"
"49244","2025052705001752","NIFRA","62","1","64","278","17,792"
"49245","2025052704003721","RADHI","60","45","36","805","28,980"
"49246","2025052704003720","RADHI","60","33","50","805","40,250"
"49247","2025052704003719","BPCL","72","49","100","515","51,500"
"49248","2025052704003718","BPCL","72","52","100","515","51,500"
"49249","2025052704003717","BPCL","72","42","200","514.50","102,900"
"49250","2025052704003716","BPCL","72","58","10","514.50","5,145"
"49251","2025052704003715","BPCL","72","49","500","514","257,000"
"49252","2025052704003714","RADHI","42","45","10","804.60","8,046"
"49253","2025052705001751","HIDCL","13","48","100","295","29,500"
"49254","2025052704003713","NGPL","51","19","1,000","385.10","385,100"
"49255","2025052704003712","NGPL","57","19","500","385.10","192,550"
"49256","2025052703002009","CORBL","56","72","10","2,204","22,040"
"49257","2025052705001750","CHDC","56","17","200","2,522.20","504,440"
"49258","2025052701002901","HIDCLP","7","52","370","200.70","74,259"
"49259","2025052701002900","SARBTM","32","39","10","854.40","8,544"
"49260","2025052703002008","CORBL","72","58","41","2,244","92,004"
"49261","2025052703002007","CORBL","72","34","50","2,244","112,200"
"49262","2025052703002006","CORBL","72","92","100","2,244","224,400"
"49263","2025052704003711","DHPL","33","4","100","336.50","33,650"
"49264","2025052704003710","HDHPC","39","48","200","202.70","40,540"
"49265","2025052704003709","NHPC","49","44","20","218","4,360"
"49266","2025052704003708","NHPC","49","1","940","217.90","204,826"
"49267","2025052701002899","NMIC","41","17","10","1,936","19,360"
"49268","2025052701002898","NMIC","41","49","10","1,936","19,360"
"49269","2025052701002897","NMIC","41","22","10","1,936","19,360"
"49270","2025052701002896","NMIC","41","58","10","1,936","19,360"
"49271","2025052701002895","NMIC","26","6","10","1,935.20","19,352"
"49272","2025052704003707","HURJA","43","66","410","250","102,500"
"49273","2025052704003706","HURJA","43","1","90","249","22,410"
"49274","2025052704003705","SGIC","22","34","70","560","39,200"
"49275","2025052704003704","SGIC","17","34","20","560.10","11,202"
"49276","2025052704003703","SGIC","44","34","100","560.20","56,020"
"49277","2025052701002894","GBIME","49","68","95","231.60","22,002"
"49278","2025052705001749","NRIC","49","63","10","1,269","12,690"
"49279","2025052701002893","SRLI","34","88","12","406.50","4,878"
"49280","2025052701002892","GMLI","14","49","10","2,575","25,750"
"49281","2025052704003702","UAIL","36","52","14","595","8,330"
"49282","2025052704003701","AHPC","57","13","115","278","31,970"
"49283","2025052704003700","AHPC","57","13","478","278","132,884"
"49284","2025052704003699","AHPC","34","13","450","278.10","125,145"
"49285","2025052704003698","AHPC","58","13","80","278.10","22,248"
"49286","2025052704003697","AHPC","17","13","100","279","27,900"
"49287","2025052704003696","NGPL","50","16","175","386","67,550"
"49288","2025052705001748","CLI","58","3","50","482","24,100"
"49289","2025052704003695","UPCL","55","58","100","431","43,100"
"49290","2025052704003694","UPCL","55","6","500","431","215,500"
"49291","2025052704003693","UPCL","55","94","400","431","172,400"
"49292","2025052701002891","HIDCLP","48","22","240","202.90","48,696"
"49293","2025052701002890","PPL","56","45","10","481","4,810"
"49294","2025052701002889","JBLB","78","16","10","1,320.10","13,201"
"49295","2025052704003692","IGI","11","49","36","545","19,620"
"49296","2025052704003691","IGI","80","49","74","545","40,330"
"49297","2025052703002005","NUBL","42","53","21","696","14,616"
"49298","2025052701002888","NMIC","26","17","10","1,935.20","19,352"
"49299","2025052705001747","NIFRA","38","58","50","278.50","13,925"
"49300","2025052703002004","SAPDBL","72","5","10","900","9,000"
"49301","2025052703002003","NFS","40","95","200","619.90","123,980"
"49302","2025052703002002","NFS","40","95","11","619.80","6,817.80"
"49303","2025052704003690","NGPL","50","32","200","386","77,200"
"49304","2025052704003689","HPPL","33","49","1,000","487.20","487,200"
"49305","2025052703002001","LBBL","96","22","170","452","76,840"
"49306","2025052703002000","LBBL","96","45","500","452","226,000"
"49307","2025052703001999","LBBL","96","71","500","451","225,500"
"49308","2025052703001998","LBBL","96","44","700","450.90","315,630"
"49309","2025052703001997","LBBL","96","28","40","450.80","18,032"
"49310","2025052703001996","LBBL","96","8","90","448","40,320"
"49311","2025052703001995","CORBL","42","72","10","2,208","22,080"
"49312","2025052704003688","RADHI","58","33","100","805","80,500"
"49313","2025052703001994","NMLBBL","16","39","55","668.70","36,778.50"
"49314","2025052703001993","NMLBBL","16","22","20","668","13,360"
"49315","2025052703001992","NMLBBL","16","51","100","668","66,800"
"49316","2025052703001991","NMLBBL","16","48","25","667","16,675"
"49317","2025052701002887","CREST","89","59","10","1,821.20","18,212"
"49318","2025052703001990","CORBL","72","70","70","2,240","156,800"
"49319","2025052703001989","CORBL","72","70","50","2,235","111,750"
"49320","2025052703001988","CORBL","72","22","30","2,225","66,750"
"49321","2025052703001987","CORBL","72","21","30","2,225","66,750"
"49322","2025052703001986","CORBL","72","42","13","2,224","28,912"
"49323","2025052705001746","NRN","42","16","300","2,010","603,000"
"49324","2025052705001745","NRN","42","14","200","2,010","402,000"
"49325","2025052703001985","SJLIC","21","81","20","437.20","8,744"
"49326","2025052705001744","HRL","32","58","30","939","28,170"
"49327","2025052705001743","HRL","32","16","430","938.90","403,727"
"49328","2025052704003687","HPPL","68","51","250","490.50","122,625"
"49329","2025052703001984","SINDU","39","32","50","870","43,500"
"49330","2025052701002886","NABIL","57","39","50","495.90","24,795"
"49331","2025052701002885","LSL","22","56","10","222","2,220"
"49332","2025052701002884","LSL","22","54","54","221.60","11,966.40"
"49333","2025052701002883","NMIC","35","49","10","1,935.30","19,353"
"49334","2025052701002882","ADBL","41","56","500","294","147,000"
"49335","2025052701002881","ADBL","41","16","740","294","217,560"
"49336","2025052701002880","ADBL","41","4","114","293.90","33,504.60"
"49337","2025052704003686","NICL","41","28","100","799","79,900"
"49338","2025052703001983","SAPDBL","5","58","10","897","8,970"
"49339","2025052703001982","SAPDBL","5","35","10","897","8,970"
"49340","2025052704003685","NGPL","50","58","10","386","3,860"
"49341","2025052704003684","RADHI","33","33","100","805","80,500"
"49342","2025052704003683","AKPL","38","42","10","241.70","2,417"
"49343","2025052701002879","NIBLGF","22","21","100","8.66","866"
"49344","2025052705001742","HRL","45","58","60","937.20","56,232"
"49345","2025052703001981","FOWAD","14","40","10","1,144","11,440"
"49346","2025052701002878","ADBL","16","14","990","293","290,070"
"49347","2025052701002877","ADBL","41","14","10","293","2,930"
"49348","2025052705001741","MEL","4","36","90","305","27,450"
"49349","2025052705001740","MEL","4","58","10","304.50","3,045"
"49350","2025052703001980","SAPDBL","60","92","99","890.10","88,119.90"
"49351","2025052703001979","SAPDBL","1","92","50","890.20","44,510"
"49352","2025052703001978","SAPDBL","57","92","261","891","232,551"
"49353","2025052703001977","SAPDBL","71","92","90","896","80,640"
"49354","2025052703001976","NICLBSL","55","34","70","640","44,800"
"49355","2025052703001975","NICLBSL","55","52","10","640","6,400"
"49356","2025052703001974","NICLBSL","55","56","10","640","6,400"
"49357","2025052703001973","NICLBSL","55","34","500","640","320,000"
"49358","2025052703001972","NICLBSL","55","63","10","639","6,390"
"49359","2025052703001971","PMLI","21","41","15","555","8,325"
"49360","2025052701002876","GVL","19","16","10","436","4,360"
"49361","2025052701002875","GVL","19","58","50","436","21,800"
"49362","2025052705001739","HDL","22","32","280","1,217","340,760"
"49363","2025052701002874","NBL","42","53","89","256","22,784"
"49364","2025052704003682","SHPC","38","50","326","563","183,538"
"49365","2025052701002873","BNHC","16","22","100","515","51,500"
"49366","2025052704003681","CGH","4","88","20","862","17,240"
"49367","2025052703001970","SADBL","99","38","484","419.90","203,231.60"
"49368","2025052703001969","SADBL","99","57","16","419.90","6,718.40"
"49369","2025052703001968","SAPDBL","71","35","10","896","8,960"
"49370","2025052703001967","SAPDBL","71","92","100","896","89,600"
"49371","2025052704003680","AKPL","46","42","74","241.70","17,885.80"
"49372","2025052704003679","NGPL","50","42","150","386","57,900"
"49373","2025052705001738","HRL","54","16","30","938.90","28,167"
"49374","2025052701002872","ULHC","62","36","10","484","4,840"
"49375","2025052701002871","ULHC","62","38","10","482","4,820"
"49376","2025052704003678","RADHI","41","33","10","805","8,050"
"49377","2025052704003677","UPPER","38","46","68","201","13,668"
"49378","2025052703001966","SAPDBL","57","92","139","891","123,849"
"49379","2025052704003676","BPCL","62","49","130","514","66,820"
"49380","2025052703001965","SAPDBL","97","92","770","891","686,070"
"49381","2025052703001964","SAPDBL","42","92","21","891.20","18,715.20"
"49382","2025052703001963","SAPDBL","80","92","170","892","151,640"
"49383","2025052701002870","SANIMA","45","28","338","320","108,160"
"49384","2025052703001962","EDBL","22","38","40","590","23,600"
"49385","2025052701002869","OMPL","64","49","10","1,363.20","13,632"
"49386","2025052703001961","SAPDBL","60","42","100","895.90","89,590"
"49387","2025052701002868","KBL","25","14","17","214","3,638"
"49388","2025052701002867","CREST","64","4","10","1,820.10","18,201"
"49389","2025052701002866","TAMOR","34","53","10","501","5,010"
"49390","2025052704003675","SHPC","32","50","2,000","563","1,126,000"
"49391","2025052704003674","SHPC","48","50","24","563","13,512"
"49392","2025052704003673","SHPC","55","50","500","563.10","281,550"
"49393","2025052704003672","SHPC","16","50","150","564","84,600"
"49394","2025052705001737","NRM","80","59","30","457","13,710"
"49395","2025052705001736","HRL","63","16","40","938.90","37,556"
"49396","2025052704003671","SPDL","45","16","2,100","360","756,000"
"49397","2025052704003670","SPDL","45","39","100","359.90","35,990"
"49398","2025052705001735","NTC","47","48","18","876","15,768"
"49399","2025052704003669","SHEL","49","33","15","265","3,975"
"49400","2025052704003668","SHEL","49","86","230","264.90","60,927"
"49401","2025052704003667","SHEL","49","1","100","264.80","26,480"
"49402","2025052704003666","SHEL","49","52","85","264.20","22,457"
"49403","2025052705001734","HDL","22","48","44","1,216.90","53,543.60"
"49404","2025052705001733","MBJC","49","1","10","311","3,110"
"49405","2025052705001732","NICFC","32","54","100","9.02","902"
"49406","2025052704003665","HURJA","71","1","10","249","2,490"
"49407","2025052704003664","HURJA","71","16","30","248.50","7,455"
"49408","2025052701002865","SGHC","11","62","500","424","212,000"
"49409","2025052704003663","DHPL","33","4","50","336.50","16,825"
"49410","2025052705001731","RNLI","33","88","219","512","112,128"
"49411","2025052701002864","RFPL","58","34","10","475.20","4,752"
"49412","2025052703001960","CORBL","42","72","10","2,206","22,060"
"49413","2025052703001959","SAPDBL","80","48","30","892","26,760"
"49414","2025052704003662","OHL","57","10","10","904","9,040"
"49415","2025052703001958","LBBL","21","8","900","448","403,200"
"49416","2025052701002863","EHPL","42","41","60","566.60","33,996"
"49417","2025052701002862","EHPL","42","41","40","566.80","22,672"
"49418","2025052703001957","NMLBBL","80","58","145","666","96,570"
"49419","2025052705001730","MBJC","49","42","10","311","3,110"
"49420","2025052701002861","OMPL","64","77","10","1,363.20","13,632"
"49421","2025052705001729","NRN","14","58","80","2,007","160,560"
"49422","2025052704003661","UNHPL","22","52","100","320","32,000"
"49423","2025052704003660","NGPL","50","17","465","386","179,490"
"49424","2025052704003659","NGPL","45","17","450","386","173,700"
"49425","2025052701002860","CREST","47","17","10","1,824","18,240"
"49426","2025052701002859","BHDC","58","25","10","457","4,570"
"49427","2025052704003658","NGPL","94","91","900","386.70","348,030"
"49428","2025052704003657","NGPL","94","53","100","386.60","38,660"
"49429","2025052705001728","NIFRA","62","88","10","278","2,780"
"49430","2025052701002858","CREST","47","87","10","1,824","18,240"
"49431","2025052704003656","SHPC","49","34","1,000","564.30","564,300"
"49432","2025052705001727","NIFRA","65","41","54","278.80","15,055.20"
"49433","2025052703001956","CORBL","74","42","20","2,224","44,480"
"49434","2025052703001955","CORBL","74","42","10","2,222","22,220"
"49435","2025052703001954","CORBL","74","21","10","2,220","22,200"
"49436","2025052705001726","RNLI","33","52","196","512","100,352"
"49437","2025052705001725","RNLI","33","21","11","512","5,632"
"49438","2025052704003655","RADHI","41","33","10","805","8,050"
"49439","2025052704003654","NHPC","49","1","60","217.90","13,074"
"49440","2025052704003653","NHPC","49","26","1,940","217.80","422,532"
"49441","2025052703001953","MLBL","38","39","500","392","196,000"
"49442","2025052703001952","MLBL","38","3","500","391.90","195,950"
"49443","2025052703001951","GRDBL","88","4","10","1,231.80","12,318"
"49444","2025052704003652","AKJCL","58","5","50","207","10,350"
"49445","2025052704003651","AKJCL","58","57","25","206.90","5,172.50"
"49446","2025052701002857","MMKJL","55","34","50","595","29,750"
"49447","2025052703001950","NFS","58","95","59","619.80","36,568.20"
"49448","2025052703001949","LBBL","69","4","950","447.90","425,505"
"49449","2025052705001724","NIFRA","62","59","54","278","15,012"
"49450","2025052701002856","KBL","45","18","150","214.20","32,130"
"49451","2025052701002855","JBLB","78","34","27","1,320.10","35,642.70"
"49452","2025052705001723","HIDCL","42","58","12","296","3,552"
"49453","2025052705001722","HIDCL","48","56","260","294.70","76,622"
"49454","2025052704003650","SPIL","39","39","1","800","800"
"49455","2025052704003649","SHL","42","4","250","556.30","139,075"
"49456","2025052703001948","CFCL","14","48","100","525","52,500"
"49457","2025052701002854","GMLI","55","48","10","2,573","25,730"
"49458","2025052703001947","ALICL","42","51","100","716","71,600"
"49459","2025052705001721","NIFRA","65","48","1,951","278.70","543,743.70"
"49460","2025052704003648","BPCL","55","49","20","514","10,280"
"49461","2025052704003647","SHPC","65","67","190","565.20","107,388"
"49462","2025052704003646","SHPC","95","67","150","566","84,900"
"49463","2025052704003645","RIDI","68","14","91","259.30","23,596.30"
"49464","2025052704003644","HDHPC","59","88","200","201.50","40,300"
"49465","2025052704003643","HDHPC","7","88","500","201.60","100,800"
"49466","2025052703001946","SINDU","60","42","500","865","432,500"
"49467","2025052705001720","NRM","16","59","20","457","9,140"
"49468","2025052704003642","GLH","21","42","490","251","122,990"
"49469","2025052704003641","GLH","21","45","10","251","2,510"
"49470","2025052701002853","DORDI","97","50","53","390","20,670"
"49471","2025052703001945","HLI","42","32","28","409.90","11,477.20"
"49472","2025052701002852","NMIC","94","36","10","1,935.10","19,351"
"49473","2025052704003640","API","22","6","45","292","13,140"
"49474","2025052704003639","RADHI","41","33","10","805","8,050"
"49475","2025052704003638","HEI","58","49","59","566.30","33,411.70"
"49476","2025052703001944","SADBL","50","57","84","419.90","35,271.60"
"49477","2025052703001943","SADBL","50","35","56","419.60","23,497.60"
"49478","2025052703001942","SADBL","50","35","22","419.40","9,226.80"
"49479","2025052703001941","SADBL","50","52","338","419","141,622"
"49480","2025052701002851","DORDI","97","34","500","390","195,000"
"49481","2025052704003637","RIDI","68","8","41","259","10,619"
"49482","2025052701002850","BHL","96","42","10","216.30","2,163"
"49483","2025052704003636","SHPC","95","50","350","566","198,100"
"49484","2025052703001940","CORBL","41","72","10","2,205","22,050"
"49485","2025052703001939","GRDBL","88","33","100","1,231.80","123,180"
"49486","2025052703001938","GRDBL","88","14","100","1,231.80","123,180"
"49487","2025052703001937","SAPDBL","97","50","230","891","204,930"
"49488","2025052704003635","HURJA","29","91","1,870","246","460,020"
"49489","2025052703001936","SHINE","34","7","50","410","20,500"
"49490","2025052704003634","NGPL","45","18","40","386","15,440"
"49491","2025052704003633","NGPL","45","22","310","386","119,660"
"49492","2025052704003632","NGPL","45","16","1,000","386","386,000"
"49493","2025052704003631","NGPL","45","34","500","386","193,000"
"49494","2025052705001719","SAHAS","19","53","200","520","104,000"
"49495","2025052705001718","SAHAS","19","57","10","520","5,200"
"49496","2025052704003630","RIDI","68","56","330","258","85,140"
"49497","2025052704003629","SHEL","32","52","100","264.20","26,420"
"49498","2025052701002849","SNLI","4","58","10","490","4,900"
"49499","2025052703001935","SINDU","10","48","10","870","8,700"
"49500","2025052703001934","SINDU","10","32","40","870","34,800"
"49501","2025052703001933","SINDU","10","42","50","869","43,450"
"49502","2025052705001717","NTC","47","48","11","876","9,636"
"49503","2025052704003628","SHPC","71","50","650","566","367,900"
"49504","2025052704003627","SHPC","71","58","500","566","283,000"
"49505","2025052704003626","DHPL","32","4","10","336.50","3,365"
"49506","2025052704003625","SHPC","65","67","910","565.20","514,332"
"49507","2025052704003624","SHPC","86","67","50","565.20","28,260"
"49508","2025052704003623","SHPC","29","67","40","565.50","22,620"
"49509","2025052703001932","ALICL","42","63","10","716","7,160"
"49510","2025052703001931","MLBL","21","3","500","391.90","195,950"
"49511","2025052705001716","PHCL","28","4","10","559","5,590"
"49512","2025052703001930","SAPDBL","14","50","200","891","178,200"
"49513","2025052705001715","HIDCL","48","88","310","294.70","91,357"
"49514","2025052701002848","NICA","36","51","100","358.90","35,890"
"49515","2025052704003622","JOSHI","40","94","11","384","4,224"
"49516","2025052701002847","TVCL","4","21","10","480","4,800"
"49517","2025052703001929","EDBL","22","38","60","590","35,400"
"49518","2025052701002846","SANIMA","42","28","100","320","32,000"
"49519","2025052703001928","CORBL","55","42","10","2,218","22,180"
"49520","2025052701002845","SANIMA","34","28","50","320","16,000"
"49521","2025052701002844","TAMOR","34","62","478","501","239,478"
"49522","2025052701002843","TAMOR","34","62","282","501","141,282"
"49523","2025052701002842","TAMOR","16","62","100","501.10","50,110"
"49524","2025052701002841","TAMOR","57","62","90","501.10","45,099"
"49525","2025052701002840","TAMOR","51","62","50","501.30","25,065"
"49526","2025052703001927","SAPDBL","60","92","500","890.10","445,050"
"49527","2025052703001926","SAPDBL","91","50","500","891","445,500"
"49528","2025052701002839","MANDU","29","6","90","869","78,210"
"49529","2025052701002838","MANDU","29","5","10","868","8,680"
"49530","2025052703001925","HLI","4","42","78","410","31,980"
"49531","2025052703001924","HLI","4","56","10","410","4,100"
"49532","2025052703001923","HLI","4","22","21","410","8,610"
"49533","2025052703001922","HLI","4","44","10","409","4,090"
"49534","2025052703001921","HLI","4","52","50","409","20,450"
"49535","2025052703001920","HLI","4","22","71","409","29,039"
"49536","2025052703001919","HLI","4","36","10","408.90","4,089"
"49537","2025052704003621","BPCL","55","13","30","514","15,420"
"49538","2025052704003620","BPCL","42","13","70","514","35,980"
"49539","2025052701002837","DORDI","97","33","75","390","29,250"
"49540","2025052701002836","DORDI","97","50","372","387","143,964"
"49541","2025052704003619","SGIC","17","34","10","561","5,610"
"49542","2025052705001714","RNLI","22","56","15","512","7,680"
"49543","2025052704003618","API","49","6","10","292","2,920"
"49544","2025052701002835","ULBSL","6","60","30","3,468","104,040"
"49545","2025052705001713","MBJC","49","58","10","311","3,110"
"49546","2025052704003617","RADHI","38","33","10","805","8,050"
"49547","2025052704003616","UPCL","52","35","152","430","65,360"
"49548","2025052704003615","UPCL","52","48","100","430","43,000"
"49549","2025052704003614","UPCL","52","53","100","430","43,000"
"49550","2025052704003613","UPCL","52","4","50","430","21,500"
"49551","2025052704003612","UPCL","52","8","27","430","11,610"
"49552","2025052701002834","NMIC","94","22","10","1,935.10","19,351"
"49553","2025052704003611","SHPC","29","94","10","565.50","5,655"
"49554","2025052704003610","KPCL","35","34","200","519","103,800"
"49555","2025052704003609","UPCL","34","8","1,000","430","430,000"
"49556","2025052703001918","SAPDBL","34","50","20","891","17,820"
"49557","2025052705001712","ILI","5","33","10","457","4,570"
"49558","2025052703001917","SKBBL","65","44","200","804","160,800"
"49559","2025052704003608","AKJCL","26","38","10","206.80","2,068"
"49560","2025052705001711","NRM","58","59","90","457","41,130"
"49561","2025052704003607","UPCL","33","8","500","430","215,000"
"49562","2025052704003606","SPDL","21","16","10","360","3,600"
"49563","2025052704003605","UPCL","75","8","473","430","203,390"
"49564","2025052704003604","UPCL","75","26","527","430","226,610"
"49565","2025052705001710","PHCL","28","72","10","559","5,590"
"49566","2025052704003603","SHL","42","49","120","556.30","66,756"
"49567","2025052701002833","KMCDBP","42","66","18,748","185","3,468,380"
"49568","2025052705001709","SHIVM","26","67","50","524.50","26,225"
"49569","2025052701002832","CREST","47","58","10","1,824","18,240"
"49570","2025052701002831","OMPL","64","42","10","1,363.20","13,632"
"49571","2025052703001916","SAPDBL","60","55","50","890.10","44,505"
"49572","2025052704003602","UNHPL","52","58","590","320","188,800"
"49573","2025052701002830","NICA","1","51","29","358.90","10,408.10"
"49574","2025052701002829","NICA","1","71","200","358.80","71,760"
"49575","2025052701002828","NICA","1","58","50","358.50","17,925"
"49576","2025052701002827","NICA","1","6","51","358.50","18,283.50"
"49577","2025052701002826","NICA","1","48","100","358","35,800"
"49578","2025052701002825","NICA","1","11","10","358","3,580"
"49579","2025052701002824","NICA","1","39","490","358","175,420"
"49580","2025052701002823","NICA","1","58","70","357","24,990"
"49581","2025052704003601","RIDI","38","56","500","258","129,000"
"49582","2025052704003600","RIDI","25","56","162","258","41,796"
"49583","2025052705001708","HRL","62","52","31","936","29,016"
"49584","2025052701002822","ULBSL","26","60","10","3,468","34,680"
"49585","2025052705001707","HDL","38","48","15","1,216.90","18,253.50"
"49586","2025052701002821","CREST","47","36","10","1,824","18,240"
"49587","2025052701002820","CREST","47","63","10","1,822","18,220"
"49588","2025052703001915","SAPDBL","60","92","200","890.10","178,020"
"49589","2025052703001914","SAPDBL","16","50","30","891","26,730"
"49590","2025052703001913","SAPDBL","45","50","20","891","17,820"
"49591","2025052704003599","RADHI","77","33","200","805","161,000"
"49592","2025052705001706","KDBY","5","6","200","9.57","1,914"
"49593","2025052701002819","NMIC","94","29","10","1,935.10","19,351"
"49594","2025052704003598","HDHPC","49","67","50","202","10,100"
"49595","2025052701002818","BHL","57","58","10","216.10","2,161"
"49596","2025052701002817","EHPL","42","41","60","566.80","34,008"
"49597","2025052701002816","EHPL","42","41","10","567.10","5,671"
"49598","2025052701002815","EHPL","52","41","10","568","5,680"
"49599","2025052701002814","EHPL","42","41","10","568.10","5,681"
"49600","2025052701002813","EHPL","35","41","10","569","5,690"
"49601","2025052703001912","FMDBL","6","26","10","760","7,600"
"49602","2025052704003597","SPDL","16","7","50","357","17,850"
"49603","2025052705001705","NIFRA","62","58","54","278","15,012"
"49604","2025052704003596","DHPL","33","4","10","336.50","3,365"
"49605","2025052704003595","CHCL","42","44","200","489","97,800"
"49606","2025052705001704","ILI","41","77","12","456","5,472"
"49607","2025052705001703","ILI","41","58","12","456","5,472"
"49608","2025052704003594","UPCL","75","26","73","430","31,390"
