SN,ContractNo,Symbol,Buyer,Seller,Quantity,Rate,Amount
"14996","2025052704016837","UMHL","88","34","50","516.50","25,825"
"14997","2025052704016836","UMHL","58","34","223","516.50","115,179.50"
"14998","2025052701013307","BHL","35","48","998","216","215,568"
"14999","2025052701013306","BHL","42","48","235","216","50,760"
"15000","2025052704016835","NGPL","58","8","10","386","3,860"
"15001","2025052705006947","NRN","55","60","100","2,000","200,000"
"15002","2025052704016834","NGPL","42","8","800","386","308,800"
"15003","2025052704016833","NGPL","42","38","300","386","115,800"
"15004","2025052704016832","NGPL","42","58","1,400","386","540,400"
"15005","2025052703007536","SADBL","21","56","500","420.50","210,250"
"15006","2025052704016831","SICL","42","3","84","746.10","62,672.40"
"15007","2025052703007535","SAPDBL","57","49","10","906.30","9,063"
"15008","2025052704016830","UMHL","49","66","500","517","258,500"
"15009","2025052701013305","SRLI","22","57","15","406.60","6,099"
"15010","2025052704016829","HPPL","44","66","210","490","102,900"
"15011","2025052704016828","HPPL","44","29","100","490","49,000"
"15012","2025052704016827","HPPL","44","48","140","490","68,600"
"15013","2025052701013304","CREST","33","32","80","1,803.10","144,248"
"15014","2025052701013303","CREST","56","32","35","1,803.20","63,112"
"15015","2025052701013302","CREST","83","32","10","1,803.50","18,035"
"15016","2025052701013301","SGHC","39","47","10","424.40","4,244"
"15017","2025052701013300","SPC","58","34","9","494.90","4,454.10"
"15018","2025052705006946","NTC","49","25","10","878","8,780"
"15019","2025052705006945","HIDCL","91","29","100","295.70","29,570"
"15020","2025052703007534","SAPDBL","36","71","10","906.10","9,061"
"15021","2025052701013299","NMIC","33","6","10","1,915.40","19,154"
"15022","2025052703007533","NLIC","45","44","20","756","15,120"
"15023","2025052701013298","CREST","83","48","10","1,803.50","18,035"
"15024","2025052705006944","HRL","45","51","11","934.30","10,277.30"
"15025","2025052705006943","HRL","45","51","20","934.50","18,690"
"15026","2025052705006942","VLUCL","88","38","10","606.20","6,062"
"15027","2025052701013297","AVYAN","14","95","180","1,018","183,240"
"15028","2025052701013296","AVYAN","52","95","30","1,018.10","30,543"
"15029","2025052701013295","AVYAN","55","95","100","1,018.10","101,810"
"15030","2025052701013294","AVYAN","48","95","30","1,018.10","30,543"
"15031","2025052701013293","AVYAN","34","95","200","1,019.10","203,820"
"15032","2025052701013292","AVYAN","58","95","50","1,019.20","50,960"
"15033","2025052701013291","AVYAN","90","95","10","1,020","10,200"
"15034","2025052701013290","MCHL","52","35","36","550","19,800"
"15035","2025052701013289","MCHL","57","35","20","550","11,000"
"15036","2025052701013288","MCHL","26","35","44","550","24,200"
"15037","2025052701013287","MCHL","41","35","20","550.20","11,004"
"15038","2025052701013286","MCHL","5","35","100","550.40","55,040"
"15039","2025052701013285","MCHL","7","35","100","550.50","55,050"
"15040","2025052701013284","MCHL","35","35","70","551","38,570"
"15041","2025052701013283","MCHL","32","35","100","552","55,200"
"15042","2025052701013282","MCHL","32","35","60","552.10","33,126"
"15043","2025052703007532","NMFBS","34","56","19","1,240.40","23,567.60"
"15044","2025052705006941","HRL","45","49","20","934.50","18,690"
"15045","2025052701013281","JBLB","42","42","10","1,325.80","13,258"
"15046","2025052701013280","RFPL","34","55","90","470","42,300"
"15047","2025052701013279","SGHC","39","58","10","424.40","4,244"
"15048","2025052704016826","RIDI","68","58","31","254.30","7,883.30"
"15049","2025052705006940","HIDCL","91","97","150","295.70","44,355"
"15050","2025052704016825","UMHL","58","42","20","516.50","10,330"
"15051","2025052703007531","CORBL","72","64","10","2,403.80","24,038"
"15052","2025052701013278","GBIME","49","34","10","240","2,400"
"15053","2025052704016824","UPCL","1","32","307","442.30","135,786.10"
"15054","2025052704016823","UPCL","60","32","193","442.40","85,383.20"
"15055","2025052704016822","UPCL","60","44","17","442.40","7,520.80"
"15056","2025052704016821","SICL","42","56","20","746.10","14,922"
"15057","2025052703007530","LBBL","64","19","20","449","8,980"
"15058","2025052701013277","ULBSL","88","62","50","3,507","175,350"
"15059","2025052701013276","GBIME","47","35","98","239.90","23,510.20"
"15060","2025052701013275","GBIME","47","13","60","239","14,340"
"15061","2025052705006939","HRL","45","94","50","934.50","46,725"
"15062","2025052704016820","UPCL","1","21","100","442.30","44,230"
"15063","2025052705006938","SONA","34","72","265","456.70","121,025.50"
"15064","2025052705006937","SONA","33","72","480","456.80","219,264"
"15065","2025052705006936","SONA","7","72","20","456.90","9,138"
"15066","2025052705006935","SONA","4","72","200","456.90","91,380"
"15067","2025052705006934","SONA","42","72","10","456.90","4,569"
"15068","2025052704016819","SHL","58","43","100","556.40","55,640"
"15069","2025052703007529","SADBL","21","16","500","419.20","209,600"
"15070","2025052701013274","SRLI","34","57","60","406.70","24,402"
"15071","2025052704016818","UMRH","35","26","130","551","71,630"
"15072","2025052704016817","UMRH","45","26","200","551.30","110,260"
"15073","2025052704016816","UMRH","45","26","20","551.30","11,026"
"15074","2025052701013273","KBL","50","33","300","215","64,500"
"15075","2025052701013272","KBL","42","33","150","215","32,250"
"15076","2025052701013271","KBL","39","33","100","215","21,500"
"15077","2025052701013270","KBL","1","33","50","215","10,750"
"15078","2025052701013269","KBL","48","33","10","215","2,150"
"15079","2025052701013268","KBL","43","33","100","215","21,500"
"15080","2025052701013267","KBL","18","33","45","215","9,675"
"15081","2025052701013266","NMB","8","51","47","250","11,750"
"15082","2025052704016815","UPCL","25","44","50","442.40","22,120"
"15083","2025052701013265","KBSH","42","56","100","1,930","193,000"
"15084","2025052704016814","BPCL","72","48","358","523.30","187,341.40"
"15085","2025052704016813","BPCL","42","48","200","523.40","104,680"
"15086","2025052704016812","BPCL","57","48","175","523.40","91,595"
"15087","2025052704016811","BPCL","44","48","367","523.40","192,087.80"
"15088","2025052701013264","CREST","56","35","10","1,803.20","18,032"
"15089","2025052701013263","NMIC","14","36","10","1,915.50","19,155"
"15090","2025052701013262","LSL","5","74","159","224","35,616"
"15091","2025052701013261","LSL","44","74","438","224","98,112"
"15092","2025052701013260","MANDU","41","29","100","870.10","87,010"
"15093","2025052701013259","BHL","42","58","45","216","9,720"
"15094","2025052701013258","BHL","34","58","55","216","11,880"
"15095","2025052705006933","SAHAS","91","77","302","520","157,040"
"15096","2025052704016810","SHPC","45","43","74","562","41,588"
"15097","2025052704016809","RADHI","29","81","489","796","389,244"
"15098","2025052703007528","LBBL","4","71","100","450","45,000"
"15099","2025052703007527","LBBL","45","71","500","450","225,000"
"15100","2025052703007526","LBBL","38","71","200","450","90,000"
"15101","2025052703007525","LBBL","71","71","2,189","450","985,050"
"15102","2025052703007524","LBBL","48","71","100","450.10","45,010"
"15103","2025052704016808","RADHI","94","81","111","796","88,356"
"15104","2025052703007523","ALICL","43","44","15","712","10,680"
"15105","2025052703007522","ALICL","101","44","30","712","21,360"
"15106","2025052703007521","ALICL","84","44","100","712","71,200"
"15107","2025052703007520","ALICL","36","44","30","712","21,360"
"15108","2025052703007519","ALICL","45","44","10","712","7,120"
"15109","2025052703007518","ALICL","50","44","100","712","71,200"
"15110","2025052703007517","ALICL","33","44","43","712","30,616"
"15111","2025052703007516","ALICL","58","44","10","712","7,120"
"15112","2025052703007515","ALICL","17","44","100","712.10","71,210"
"15113","2025052703007514","ALICL","38","44","20","712.20","14,244"
"15114","2025052703007513","ALICL","4","44","35","712.30","24,930.50"
"15115","2025052703007512","ALICL","34","44","67","712.80","47,757.60"
"15116","2025052703007511","ALICL","57","44","130","712.90","92,677"
"15117","2025052701013257","TPC","33","34","38","345","13,110"
"15118","2025052701013256","MKJC","54","48","10","496.10","4,961"
"15119","2025052704016807","AKJCL","45","34","10","205.90","2,059"
"15120","2025052701013255","BHL","34","45","600","216","129,600"
"15121","2025052704016806","UPCL","1","3","52","442.30","22,999.60"
"15122","2025052705006932","HATHY","80","51","28","1,236","34,608"
"15123","2025052704016805","UPPER","42","42","175","200.60","35,105"
"15124","2025052703007510","SHINE","58","16","1,375","413","567,875"
"15125","2025052703007509","SHINE","7","16","90","413.10","37,179"
"15126","2025052701013254","CREST","58","36","10","1,804","18,040"
"15127","2025052701013253","GMLI","55","38","10","2,574","25,740"
"15128","2025052705006931","ILI","11","48","10","457.50","4,575"
"15129","2025052704016804","AHPC","51","34","391","278","108,698"
"15130","2025052704016803","AHPC","42","34","250","278.10","69,525"
"15131","2025052704016802","AHPC","45","34","50","278.10","13,905"
"15132","2025052704016801","AHPC","71","34","600","278.20","166,920"
"15133","2025052704016800","AHPC","1","34","200","278.20","55,640"
"15134","2025052704016799","AHPC","69","34","1,000","278.20","278,200"
"15135","2025052704016798","AHPC","37","34","500","278.30","139,150"
"15136","2025052704016797","AHPC","45","34","10","278.50","2,785"
"15137","2025052704016796","AHPC","16","34","1,000","278.50","278,500"
"15138","2025052704016795","AHPC","58","34","100","278.50","27,850"
"15139","2025052704016794","AHPC","41","34","250","279","69,750"
"15140","2025052704016793","AHPC","58","34","170","279","47,430"
"15141","2025052704016792","AHPC","1","34","50","279","13,950"
"15142","2025052704016791","AHPC","42","34","45","279","12,555"
"15143","2025052704016790","AHPC","4","34","20","279","5,580"
"15144","2025052704016789","AHPC","22","34","364","279.10","101,592.40"
"15145","2025052705006930","NRIC","34","49","887","1,270","1,126,490"
"15146","2025052705006929","NRIC","34","37","113","1,270","143,510"
"15147","2025052703007508","MLBL","57","57","23","390.50","8,981.50"
"15148","2025052705006928","PSF","10","55","5,000","10.75","53,750"
"15149","2025052705006927","PSF","28","55","10,000","10.75","107,500"
"15150","2025052705006926","PSF","28","55","10,000","10.75","107,500"
"15151","2025052705006925","NRN","32","60","100","2,000","200,000"
"15152","2025052704016788","RIDI","68","45","695","254.30","176,738.50"
"15153","2025052704016787","RIDI","41","45","70","254.40","17,808"
"15154","2025052704016786","UNHPL","6","52","200","323.10","64,620"
"15155","2025052701013252","BHL","34","51","20","216","4,320"
"15156","2025052705006924","HIDCL","28","32","8,000","295.90","2,367,200"
"15157","2025052704016785","SGIC","7","32","100","561","56,100"
"15158","2025052703007507","SWMF","42","74","10","737","7,370"
"15159","2025052701013251","LSL","44","13","100","224","22,400"
"15160","2025052701013250","PRVU","70","6","100","214.50","21,450"
"15161","2025052704016784","BARUN","66","43","30","510","15,300"
"15162","2025052704016783","BARUN","71","43","200","510.10","102,020"
"15163","2025052704016782","BARUN","54","43","50","510.10","25,505"
"15164","2025052704016781","BARUN","11","43","70","510.10","35,707"
"15165","2025052704016780","BARUN","58","43","100","510.20","51,020"
"15166","2025052704016779","BARUN","17","43","50","510.50","25,525"
"15167","2025052704016778","BARUN","34","43","200","511","102,200"
"15168","2025052704016777","UPCL","1","36","106","442.30","46,883.80"
"15169","2025052704016776","UPCL","28","44","33","442.40","14,599.20"
"15170","2025052701013249","KBL","18","35","155","215","33,325"
"15171","2025052701013248","KBL","19","35","70","215","15,050"
"15172","2025052701013247","KBL","38","35","20","215","4,300"
"15173","2025052701013246","KBL","49","35","50","215","10,750"
"15174","2025052701013245","KBL","41","35","30","215","6,450"
"15175","2025052701013244","KBL","11","35","100","215","21,500"
"15176","2025052701013243","KBL","58","35","125","215","26,875"
"15177","2025052705006923","NRIC","39","66","30","1,267","38,010"
"15178","2025052701013242","LSL","44","56","11","224","2,464"
"15179","2025052701013241","MBL","39","45","1,842","229.40","422,554.80"
"15180","2025052701013240","MBL","39","45","128","229","29,312"
"15181","2025052701013239","MBL","39","38","966","228.90","221,117.40"
"15182","2025052701013238","MBL","39","59","770","228.80","176,176"
"15183","2025052701013237","MBL","39","59","1,294","228.70","295,937.80"
"15184","2025052704016775","AKPL","56","56","1,000","242.20","242,200"
"15185","2025052701013236","HHL","49","48","10","421.10","4,211"
"15186","2025052701013235","HHL","26","48","80","421.10","33,688"
"15187","2025052704016774","NHDL","8","16","426","690","293,940"
"15188","2025052704016773","RHPL","14","55","70","378.10","26,467"
"15189","2025052701013234","CZBIL","45","17","6,853","217","1,487,101"
"15190","2025052701013233","CZBIL","45","35","1,747","216.90","378,924.30"
"15191","2025052701013232","CZBIL","45","1","400","216.90","86,760"
"15192","2025052701013231","CZBIL","45","68","2,000","216.80","433,600"
"15193","2025052703007506","SIFC","56","25","143","499","71,357"
"15194","2025052705006922","HIDCL","81","6","2,689","297","798,633"
"15195","2025052705006921","HIDCL","81","48","200","297","59,400"
"15196","2025052705006920","HIDCL","81","45","111","297","32,967"
"15197","2025052705006919","HIDCL","81","32","200","297","59,400"
"15198","2025052705006918","HIDCL","81","21","500","297","148,500"
"15199","2025052705006917","HIDCL","81","32","1,000","297","297,000"
"15200","2025052705006916","HIDCL","81","1","100","297","29,700"
"15201","2025052705006915","HIDCL","81","45","23","297","6,831"
"15202","2025052705006914","HIDCL","81","49","17","297","5,049"
"15203","2025052705006913","HIDCL","81","52","160","296.10","47,376"
"15204","2025052705006912","HIDCL","81","26","1,000","296","296,000"
"15205","2025052704016772","NGPL","6","48","51","385.20","19,645.20"
"15206","2025052704016771","JOSHI","58","14","160","385","61,600"
"15207","2025052701013230","BNT","17","58","20","12,600","252,000"
"15208","2025052705006911","SMJC","33","34","70","500.30","35,021"
"15209","2025052704016770","RADHI","75","81","400","796","318,400"
"15210","2025052704016769","RADHI","75","36","100","796","79,600"
"15211","2025052701013229","CREST","56","32","55","1,803.20","99,176"
"15212","2025052701013228","CREST","95","32","20","1,803.30","36,066"
"15213","2025052701013227","CREST","33","32","200","1,803.40","360,680"
"15214","2025052701013226","CREST","34","32","10","1,803.40","18,034"
"15215","2025052701013225","CREST","28","32","50","1,803.50","90,175"
"15216","2025052701013224","CREST","57","32","85","1,803.50","153,297.50"
"15217","2025052701013223","CREST","6","32","60","1,803.50","108,210"
"15218","2025052701013222","CREST","42","32","10","1,803.50","18,035"
"15219","2025052701013221","CREST","58","32","10","1,803.50","18,035"
"15220","2025052704016768","SHL","80","38","200","552","110,400"
"15221","2025052704016767","SHL","39","38","500","552","276,000"
"15222","2025052703007505","SAPDBL","71","61","180","906","163,080"
"15223","2025052703007504","SAPDBL","71","38","200","906","181,200"
"15224","2025052703007503","SAPDBL","71","45","50","905","45,250"
"15225","2025052703007502","SAPDBL","71","38","54","905","48,870"
"15226","2025052701013220","BHL","34","58","325","216","70,200"
"15227","2025052703007501","CORBL","72","25","100","2,403.80","240,380"
"15228","2025052701013219","TAMOR","34","48","40","503","20,120"
"15229","2025052705006910","CIT","41","6","25","1,918","47,950"
"15230","2025052703007500","SAPDBL","74","38","146","905","132,130"
"15231","2025052703007499","SAPDBL","74","55","200","905","181,000"
"15232","2025052703007498","SAPDBL","74","34","300","905","271,500"
"15233","2025052703007497","SAPDBL","74","42","30","905","27,150"
"15234","2025052701013218","GMLI","58","35","10","2,575","25,750"
"15235","2025052701013217","GMLI","58","21","10","2,575","25,750"
"15236","2025052701013216","BHL","58","58","35","216","7,560"
"15237","2025052703007496","BFC","7","60","290","488","141,520"
"15238","2025052703007495","BFC","45","60","10","489","4,890"
"15239","2025052701013215","BEDC","64","49","50","740.70","37,035"
"15240","2025052701013214","NICA","35","59","18","360.80","6,494.40"
"15241","2025052704016766","NIL","6","44","10","717","7,170"
"15242","2025052704016765","BPCL","44","57","133","523.40","69,612.20"
"15243","2025052704016764","BPCL","43","57","20","523.40","10,468"
"15244","2025052704016763","BPCL","47","57","21","523.50","10,993.50"
"15245","2025052701013213","NIMB","43","25","68","216.70","14,735.60"
"15246","2025052704016762","UPPER","42","40","21","200.60","4,212.60"
"15247","2025052704016761","UPPER","49","40","13","200.70","2,609.10"
"15248","2025052701013212","NABIL","25","51","140","496","69,440"
"15249","2025052705006909","NRM","58","49","10","457","4,570"
"15250","2025052701013211","HIDCLP","36","42","900","202.50","182,250"
"15251","2025052701013210","HIDCLP","42","42","1,000","202.60","202,600"
"15252","2025052704016760","NHPC","62","84","250","217","54,250"
"15253","2025052701013209","MANDU","41","58","10","870.10","8,701"
"15254","2025052703007494","SINDU","35","94","12","868","10,416"
"15255","2025052703007493","SINDU","58","94","88","868","76,384"
"15256","2025052701013208","RFPL","47","55","10","470","4,700"
"15257","2025052704016759","CGH","45","45","50","860.50","43,025"
"15258","2025052704016758","CGH","45","45","450","860.50","387,225"
"15259","2025052701013207","NABIL","36","33","38","495.70","18,836.60"
"15260","2025052701013206","NABIL","51","33","462","495.70","229,013.40"
"15261","2025052705006908","NRM","58","45","10","457","4,570"
"15262","2025052705006907","CHDC","69","71","50","2,527","126,350"
"15263","2025052704016757","KKHC","8","47","16","347","5,552"
"15264","2025052704016756","SGIC","41","21","22","562","12,364"
"15265","2025052704016755","AKPL","8","56","70","243","17,010"
"15266","2025052704016754","AKPL","8","38","30","243","7,290"
"15267","2025052704016753","RIDI","41","41","30","254.40","7,632"
"15268","2025052704016752","RIDI","25","41","20","254.40","5,088"
"15269","2025052703007492","SAPDBL","74","42","20","905","18,100"
"15270","2025052703007491","SAPDBL","74","8","10","904","9,040"
"15271","2025052701013205","DORDI","32","34","30","388","11,640"
"15272","2025052701013204","DORDI","32","34","50","388","19,400"
"15273","2025052701013203","DORDI","17","34","10","388","3,880"
"15274","2025052701013202","DORDI","46","34","100","389","38,900"
"15275","2025052703007490","HLI","8","58","1","400.60","400.60"
"15276","2025052705006906","HATHY","57","51","10","1,236","12,360"
"15277","2025052703007489","NABBC","28","20","1,000","1,506","1,506,000"
"15278","2025052701013201","BNHC","6","4","14","530","7,420"
"15279","2025052701013200","PPL","42","58","10","479.50","4,795"
"15280","2025052705006905","SMJC","33","13","171","500.30","85,551.30"
"15281","2025052705006904","SMJC","57","13","10","500.40","5,004"
"15282","2025052705006903","SMJC","57","13","10","500.50","5,005"
"15283","2025052705006902","SMJC","57","13","10","500.60","5,006"
"15284","2025052705006901","SMJC","57","13","10","500.70","5,007"
"15285","2025052704016751","RURU","11","60","10","687","6,870"
"15286","2025052701013199","MANDU","41","42","10","870.10","8,701"
"15287","2025052701013198","CREST","33","45","195","1,803.60","351,702"
"15288","2025052704016750","UPCL","56","44","700","442.40","309,680"
"15289","2025052704016749","UPCL","16","44","200","442.50","88,500"
"15290","2025052701013197","NMIC","39","6","10","1,916.40","19,164"
"15291","2025052704016748","NGPL","1","58","1,000","386","386,000"
"15292","2025052701013196","BNHC","6","19","100","530","53,000"
"15293","2025052701013195","NYADI","48","19","10","420.10","4,201"
"15294","2025052701013194","AVYAN","90","34","90","1,020","91,800"
"15295","2025052701013193","AVYAN","32","34","10","1,020","10,200"
"15296","2025052703007488","SWMF","42","45","10","736","7,360"
"15297","2025052701013192","LVF2","59","45","200","9.68","1,936"
"15298","2025052701013191","SNLI","4","72","12","488","5,856"
"15299","2025052703007487","HLI","11","36","1","401","401"
"15300","2025052703007486","SADBL","21","1","500","419.20","209,600"
"15301","2025052703007485","PMLI","49","51","10","550.20","5,502"
"15302","2025052704016747","UPCL","56","57","200","442.40","88,480"
"15303","2025052701013190","TPC","33","34","52","345","17,940"
"15304","2025052701013189","TPC","58","34","148","345","51,060"
"15305","2025052701013188","CREST","58","38","30","1,803.50","54,105"
"15306","2025052703007484","LBBL","71","6","1,200","450","540,000"
"15307","2025052705006900","GCIL","62","51","23","503","11,569"
"15308","2025052705006899","NIFRA","45","38","10","278","2,780"
"15309","2025052705006898","HDL","36","49","5","1,218","6,090"
"15310","2025052705006897","HDL","42","49","95","1,218","115,710"
"15311","2025052704016746","UPCL","56","25","100","442.40","44,240"
"15312","2025052701013187","NMB","8","38","175","250","43,750"
"15313","2025052705006896","SMATA","26","6","10","783.30","7,833"
"15314","2025052703007483","SAPDBL","74","17","64","903","57,792"
"15315","2025052703007482","SAPDBL","74","22","260","903","234,780"
"15316","2025052705006895","GIBF1","17","11","100","10.45","1,045"
"15317","2025052703007481","SINDU","38","72","15","870","13,050"
"15318","2025052703007480","ACLBSL","6","42","10","1,080","10,800"
"15319","2025052703007479","LBBL","71","4","100","450","45,000"
"15320","2025052704016745","AKPL","56","59","57","242.20","13,805.40"
"15321","2025052704016744","AKPL","51","59","263","242.20","63,698.60"
"15322","2025052704016743","AKPL","52","59","200","242.30","48,460"
"15323","2025052704016742","AKPL","62","59","30","242.50","7,275"
"15324","2025052704016741","AKPL","52","59","50","242.50","12,125"
"15325","2025052704016740","API","34","17","50","293","14,650"
"15326","2025052704016739","API","34","40","150","293","43,950"
"15327","2025052705006894","HRL","7","25","90","935","84,150"
"15328","2025052701013186","MKCL","34","25","100","1,538","153,800"
"15329","2025052701013185","MKCL","75","25","300","1,538.10","461,430"
"15330","2025052703007478","SAPDBL","17","22","240","903","216,720"
"15331","2025052703007477","SAPDBL","17","32","10","902","9,020"
"15332","2025052703007476","SAPDBL","17","92","50","902","45,100"
"15333","2025052704016738","IGI","45","44","16","546.50","8,744"
"15334","2025052704016737","IGI","39","44","184","546.50","100,556"
"15335","2025052703007475","GBBL","36","44","25","401.30","10,032.50"
"15336","2025052703007474","GBBL","36","32","646","401.20","259,175.20"
"15337","2025052703007473","GBBL","36","21","100","401","40,100"
"15338","2025052703007472","GBBL","36","32","328","401","131,528"
"15339","2025052703007471","GBBL","36","44","100","401","40,100"
"15340","2025052703007470","GBBL","36","6","304","400.90","121,873.60"
"15341","2025052703007469","GBBL","36","13","149","400.90","59,734.10"
"15342","2025052703007468","GBBL","36","50","48","400","19,200"
"15343","2025052704016736","SHL","39","4","100","552","55,200"
"15344","2025052705006893","ILI","42","48","10","457.50","4,575"
"15345","2025052705006892","RNLI","47","38","11","513.40","5,647.40"
"15346","2025052704016735","SPDL","54","43","840","361.20","303,408"
"15347","2025052701013184","BNHC","74","39","121","535","64,735"
"15348","2025052701013183","BNHC","74","17","500","534.40","267,200"
"15349","2025052701013182","BNHC","74","58","100","534","53,400"
"15350","2025052701013181","BNHC","74","28","100","533.90","53,390"
"15351","2025052701013180","BNHC","74","45","100","533","53,300"
"15352","2025052701013179","BNHC","74","43","69","532.90","36,770.10"
"15353","2025052701013178","BNHC","74","80","10","531","5,310"
"15354","2025052704016734","RADHI","4","59","100","797","79,700"
"15355","2025052704016733","NGPL","5","58","50","386","19,300"
"15356","2025052701013177","TAMOR","34","45","10","503","5,030"
"15357","2025052704016732","NHDL","8","92","355","686","243,530"
"15358","2025052704016731","NHDL","58","92","20","686","13,720"
"15359","2025052704016730","NHDL","19","92","50","686","34,300"
"15360","2025052704016729","NHDL","22","92","15","686.10","10,291.50"
"15361","2025052701013176","NMB","8","7","906","250","226,500"
"15362","2025052701013175","KBL","58","56","75","215","16,125"
"15363","2025052701013174","KBL","42","56","100","215","21,500"
"15364","2025052701013173","KBL","44","56","20","215","4,300"
"15365","2025052701013172","KBL","17","56","200","215","43,000"
"15366","2025052701013171","KBL","47","56","200","215","43,000"
"15367","2025052701013170","KBL","28","56","20","215","4,300"
"15368","2025052701013169","KBL","38","56","1,161","215.10","249,731.10"
"15369","2025052701013168","KBL","26","56","274","215.20","58,964.80"
"15370","2025052701013167","NMB","8","65","59","250","14,750"
"15371","2025052705006891","NIFRA","33","45","54","277.60","14,990.40"
"15372","2025052704016728","SJCL","58","34","11","315.20","3,467.20"
"15373","2025052704016727","SJCL","38","34","29","315.20","9,140.80"
"15374","2025052705006890","NRIC","34","37","187","1,270","237,490"
"15375","2025052705006889","NRIC","34","56","400","1,270","508,000"
"15376","2025052705006888","NRIC","34","34","26","1,270","33,020"
"15377","2025052705006887","NRIC","34","58","26","1,270","33,020"
"15378","2025052705006886","NRIC","34","71","200","1,269.90","253,980"
"15379","2025052705006885","NRIC","34","56","161","1,268.90","204,292.90"
"15380","2025052704016726","RURU","34","47","10","688","6,880"
"15381","2025052704016725","RURU","34","47","50","688.10","34,405"
"15382","2025052705006884","NIFRA","33","53","250","277.60","69,400"
"15383","2025052701013166","CREST","42","68","10","1,803.60","18,036"
"15384","2025052705006883","NRM","58","45","20","457","9,140"
"15385","2025052701013165","RFPL","47","62","420","470","197,400"
"15386","2025052701013164","MBL","8","3","1,000","228","228,000"
"15387","2025052701013163","BNHC","74","43","81","532.90","43,164.90"
"15388","2025052701013162","BNHC","74","60","150","532","79,800"
"15389","2025052701013161","BNHC","74","52","10","530.40","5,304"
"15390","2025052701013160","BNHC","74","56","100","530","53,000"
"15391","2025052701013159","BNHC","74","33","100","530","53,000"
"15392","2025052701013158","BNHC","74","90","19","530","10,070"
"15393","2025052701013157","BNHC","74","43","40","529.50","21,180"
"15394","2025052703007467","MDB","58","38","25","600","15,000"
"15395","2025052703007466","MDB","11","38","25","600","15,000"
"15396","2025052703007465","MDB","38","38","90","600","54,000"
"15397","2025052703007464","MDB","6","38","100","600.10","60,010"
"15398","2025052703007463","MDB","49","38","500","600.20","300,100"
"15399","2025052703007462","MDB","17","38","150","600.20","90,030"
"15400","2025052703007461","MDB","49","38","50","601","30,050"
"15401","2025052703007460","MDB","45","38","60","601.10","36,066"
"15402","2025052703007459","CFCL","42","7","10","520","5,200"
"15403","2025052701013156","CREST","58","56","10","1,803.50","18,035"
"15404","2025052701013155","GBIME","44","51","51","238","12,138"
"15405","2025052701013154","GBIME","44","18","1,031","238","245,378"
"15406","2025052704016724","HDHPC","45","45","440","201.80","88,792"
"15407","2025052704016723","HDHPC","58","45","10","201.80","2,018"
"15408","2025052704016722","HDHPC","49","45","50","201.80","10,090"
"15409","2025052703007458","GUFL","4","63","50","542","27,100"
"15410","2025052701013153","BHL","34","58","640","216","138,240"
"15411","2025052701013152","BHL","34","38","770","216","166,320"
"15412","2025052703007457","HLI","58","10","10","408.70","4,087"
"15413","2025052705006882","NRN","58","20","10","2,000","20,000"
"15414","2025052701013151","NMIC","33","66","10","1,915.40","19,154"
"15415","2025052701013150","PRVU","99","25","100","214.50","21,450"
"15416","2025052701013149","PRVU","42","25","25","214.50","5,362.50"
"15417","2025052701013148","PRVU","56","25","175","214.50","37,537.50"
"15418","2025052704016721","NLG","95","64","15","822","12,330"
"15419","2025052704016720","KKHC","8","34","200","347","69,400"
"15420","2025052704016719","KKHC","8","53","90","347","31,230"
"15421","2025052704016718","SHL","39","38","376","552","207,552"
"15422","2025052704016717","SHL","39","38","124","552","68,448"
"15423","2025052704016716","BPCL","47","32","100","523.50","52,350"
"15424","2025052701013147","NMIC","33","8","10","1,915.40","19,154"
"15425","2025052705006881","HRL","7","34","10","935","9,350"
"15426","2025052705006880","SAHAS","91","77","250","520","130,000"
"15427","2025052705006879","HIDCL","91","62","36","295.70","10,645.20"
"15428","2025052704016715","UAIL","56","21","100","597","59,700"
"15429","2025052703007456","DDBL","39","50","50","811.20","40,560"
"15430","2025052705006878","NRN","55","6","11","2,000","22,000"
"15431","2025052701013146","MANDU","41","38","10","870.10","8,701"
"15432","2025052701013145","SARBTM","48","52","13","856.50","11,134.50"
"15433","2025052701013144","SARBTM","58","52","37","856.50","31,690.50"
"15434","2025052701013143","KBL","26","52","726","215.20","156,235.20"
"15435","2025052701013142","MHL","32","58","10","605","6,050"
"15436","2025052703007455","MERO","6","75","93","756.10","70,317.30"
"15437","2025052703007454","MERO","57","75","500","757","378,500"
"15438","2025052703007453","MERO","78","75","10","757.10","7,571"
"15439","2025052703007452","MERO","33","75","259","757.20","196,114.80"
"15440","2025052703007451","MERO","21","75","125","757.40","94,675"
"15441","2025052703007450","MERO","78","75","500","757.50","378,750"
"15442","2025052703007449","MERO","57","75","10","757.60","7,576"
"15443","2025052703007448","MERO","17","75","190","758","144,020"
"15444","2025052704016714","NGPL","58","47","880","385.10","338,888"
"15445","2025052704016713","NGPL","38","47","200","385.20","77,040"
"15446","2025052701013141","NIMB","58","45","130","217","28,210"
"15447","2025052701013140","NIMB","28","45","500","217","108,500"
"15448","2025052701013139","NIMB","16","45","620","217.10","134,602"
"15449","2025052701013138","JBLB","21","32","70","1,321.10","92,477"
"15450","2025052703007447","LICN","58","10","20","912","18,240"
"15451","2025052703007446","NFS","42","58","10","620","6,200"
"15452","2025052705006877","HATHY","56","62","30","1,235.30","37,059"
